iShares China Large-Cap ETF
Inception Date,"Oct 5, 2004"
Fund Holdings as of,"18-May-2015"
Total Net Assets,"$7,567,143,730"
Shares Outstanding,"150,600,000"
Stock,"99.81"
Bond,"0.00"
Cash,"0.04"
Other,"0.15"
 
Ticker,ISIN,SEDOL,Name,Weight (%),Asset Class,Sector,Country,Market Value,Shares,Price,Exchange,Currency,Market Currency,FX Rate,Notional Value
"700","KYG875721634","BMMV2K8","TENCENT HOLDINGS LTD","9.0875","Equity","Technology","China","$670,170,261","32,244,300","20.78","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"941","HK0941009539","6073556","CHINA MOBILE LTD","7.5839","Equity","Telecommunications","China","$559,284,416","40,935,500","13.66","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"939","CNE1000002H1","B0LMTQ3","CHINA CONSTRUCTION BANK CORP H","7.4994","Equity","Financials","China","$553,055,200","580,079,320","0.95","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1398","CNE1000003G1","B1G1QD8","INDUSTRIAL & COMMERCIAL BANK OF CH","6.8720","Equity","Financials","China","$506,783,716","594,270,995","0.85","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"3988","CNE1000001Z5","B154564","BANK OF CHINA LTD.","5.8090","Equity","Financials","China","$428,388,723","648,532,000","0.66","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2318","CNE1000003X6","B01FLR7","PING AN INS GRP CO OF CHINA LTD- H","4.6344","Equity","Financials","China","$341,771,373","24,237,000","14.10","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2628","CNE1000002L3","6718976","CHINA LIFE INS-H","4.4190","Equity","Financials","China","$325,888,105","68,922,000","4.73","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"883","HK0883013259","B00G0S5","CNOOC LTD.","3.7873","Equity","Oil & Gas","China","$279,299,778","174,306,000","1.60","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"857","CNE1000003W8","6226576","PETROCHINA CO LTD H","3.7124","Equity","Oil & Gas","China","$273,775,192","223,610,000","1.22","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"386","CNE1000002Q2","6291819","CHINA PETROLEUM & CHEMICAL CORP.","3.4151","Equity","Oil & Gas","China","$251,848,564","284,978,600","0.88","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"688","HK0688002218","6192150","CHINA OVERSEAS LAND & INVESTMENT L","2.4773","Equity","Financials","China","$182,688,702","49,168,000","3.72","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1288","CNE100000Q43","B60LZR6","AGRICULTURAL BANK OF CHINA LTD H","2.2691","Equity","Financials","China","$167,340,140","311,048,000","0.54","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2601","CNE1000009Q7","B2Q5H56","CHINA PACIFIC INSURANCE (GROUP) LT","2.2138","Equity","Financials","China","$163,259,975","31,092,000","5.25","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"3968","CNE1000002M1","B1DYPZ5","CHINA MERCHANTS BANK CO. LTD H","2.1624","Equity","Financials","China","$159,466,787","55,303,938","2.88","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"728","CNE1000002V2","6559335","CHINA TELECOM CORP LTD H","1.9102","Equity","Telecommunications","China","$140,871,669","194,984,000","0.72","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"992","HK0992009065","6218089","LENOVO GROUP LTD","1.8167","Equity","Technology","China","$133,977,799","77,614,000","1.73","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"267","HK0267001375","6196152","CITIC LTD","1.7318","Equity","Industrials","China","$127,714,130","65,995,000","1.94","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"566","BMG4288J1062","BRJ8XY8","HANERGY THIN FILM POWER GROUP LTD","1.7238","Equity","Consumer Goods","Hong Kong","$127,125,512","135,352,000","0.94","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"762","HK0000049939","6263830","CHINA UNICOM (HONG KONG) LTD.","1.6527","Equity","Telecommunications","China","$121,882,107","68,458,000","1.78","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1044","KYG4402L1510","6136233","HENGAN INTERNATIONAL GROUP LTD","1.4790","Equity","Consumer Goods","China","$109,070,383","8,811,000","12.38","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
