iShares Core S&P Mid-Cap ETF
Inception Date,"May 22, 2000"
Fund Holdings as of,"18-May-2015"
Total Net Assets,"$26,108,355,288"
Shares Outstanding,"169,650,000"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,ISIN,SEDOL,Name,Weight (%),Asset Class,Sector,Market Value,Shares,Price,Exchange,Notional Value
"QRVO","US74736K1016","BR9YYP4","QUORVO INC","0.7178","Equity","Information Technology","$187,728,632","2,337,841","80.30","NASDAQ","187,728,632.30"
"AAP","US00751Y1064","2822019","ADVANCE AUTO PARTS INC","0.6676","Equity","Consumer Discretionary","$174,591,680","1,149,537","151.88","New York Stock Exchange Inc.","174,591,679.56"
"CHD","US1713401024","2195841","CHURCH AND DWIGHT INC","0.6615","Equity","Consumer Staples","$172,997,085","2,055,818","84.15","New York Stock Exchange Inc.","172,997,084.70"
"SIG","BMG812761002","B3CTNK6","SIGNET JEWELERS LTD","0.6475","Equity","Consumer Discretionary","$169,322,225","1,262,374","134.13","New York Stock Exchange Inc.","169,322,224.62"
"WAB","US9297401088","2955733","WABTEC CORP","0.5926","Equity","Industrials","$154,975,081","1,517,281","102.14","New York Stock Exchange Inc.","154,975,081.34"
"JAH","US4711091086","2028323","JARDEN CORP.","0.5827","Equity","Consumer Discretionary","$152,388,491","2,825,672","53.93","New York Stock Exchange Inc.","152,388,490.96"
"TW","US8918941076","B5VW407","TOWERS WATSON","0.5708","Equity","Industrials","$149,275,930","1,095,764","136.23","NASDAQ","149,275,929.72"
"FRT","US3137472060","2333931","FEDERAL REALTY INVESTMENT TRUST RE","0.5648","Equity","Financials","$147,714,026","1,081,441","136.59","New York Stock Exchange Inc.","147,714,026.19"
"MTD","US5926881054","2126249","METTLER TOLEDO INC","0.5549","Equity","Health Care","$145,111,856","443,022","327.55","New York Stock Exchange Inc.","145,111,856.10"
"RKT","US7727392075","2747082","ROCK-TENN CO. CL A","0.5505","Equity","Materials","$143,959,728","2,203,915","65.32","New York Stock Exchange Inc.","143,959,727.80"
"OCR","US6819041087","2659778","OMNICARE INC","0.5413","Equity","Health Care","$141,552,857","1,529,805","92.53","New York Stock Exchange Inc.","141,552,856.65"
"FL","US3448491049","2980906","FOOT LOCKER INC","0.5373","Equity","Consumer Discretionary","$140,514,887","2,238,211","62.78","New York Stock Exchange Inc.","140,514,886.58"
"ALK","US0116591092","2012605","ALASKA AIR GROUP INC","0.5344","Equity","Industrials","$139,759,765","2,068,064","67.58","New York Stock Exchange Inc.","139,759,765.12"
