iShares Core S&P 500 ETF
Inception Date,"May 15, 2000"
Fund Holdings as of,"12-May-2015"
Total Net Assets,"$70,268,129,139"
Shares Outstanding,"332,350,000"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,ISIN,SEDOL,Name,Weight (%),Asset Class,Sector,Market Value,Shares,Price,Exchange,Notional Value
"AAPL","US0378331005","2046251","APPLE INC","3.9358","Equity","Information Technology","$2,765,606,850","21,972,803","125.86","NASDAQ","2,765,606,849.59"
"MSFT","US5949181045","2588173","MICROSOFT CORP","2.0854","Equity","Information Technology","$1,465,351,009","30,947,223","47.35","NASDAQ","1,465,351,009.05"
"XOM","US30231G1022","2326618","EXXON MOBIL CORP","1.9596","Equity","Energy","$1,376,976,721","15,823,681","87.02","New York Stock Exchange Inc.","1,376,976,720.62"
"JNJ","US4781601046","2475833","JOHNSON & JOHNSON","1.4997","Equity","Health Care","$1,053,814,659","10,488,849","100.47","New York Stock Exchange Inc.","1,053,814,659.03"
"GE","US3696041033","2380498","GENERAL ELECTRIC","1.4605","Equity","Industrials","$1,026,271,932","37,967,885","27.03","New York Stock Exchange Inc.","1,026,271,931.55"
"BRKB","US0846707026","2073390","BERKSHIRE HATHAWAY INC CLASS B","1.4175","Equity","Financials","$996,082,950","6,879,501","144.79","New York Stock Exchange Inc.","996,082,949.79"
"WFC","US9497461015","2649100","WELLS FARGO","1.3962","Equity","Financials","$981,082,858","17,686,729","55.47","New York Stock Exchange Inc.","981,082,857.63"
"JPM","US46625H1005","2190385","JPMORGAN CHASE & CO","1.3082","Equity","Financials","$919,243,955","14,064,320","65.36","New York Stock Exchange Inc.","919,243,955.20"
"PG","US7427181091","2704407","PROCTER & GAMBLE","1.1591","Equity","Consumer Staples","$814,462,083","10,187,143","79.95","New York Stock Exchange Inc.","814,462,082.85"
"PFE","US7170811035","2684703","PFIZER INC","1.1114","Equity","Health Care","$780,988,567","23,119,851","33.78","New York Stock Exchange Inc.","780,988,566.78"
"VZ","US92343V1044","2090571","VERIZON COMMUNICATIONS INC","1.1069","Equity","Telecommunications","$777,814,489","15,675,423","49.62","New York Stock Exchange Inc.","777,814,489.26"
"CVX","US1667641005","2838555","CHEVRON CORP","1.0857","Equity","Energy","$762,879,411","7,092,594","107.56","New York Stock Exchange Inc.","762,879,410.64"
