iShares Core MSCI Emerging Markets ETF
Inception Date,"Oct 18, 2012"
Fund Holdings as of,"05-May-2015"
Total Net Assets,"$7,745,277,078"
Shares Outstanding,"151,000,000"
Stock,"99.54"
Bond,"0.00"
Cash,"0.26"
Other,"0.20"
 
Ticker,ISIN,SEDOL,Name,Weight (%),Asset Class,Sector,Country,Market Value,Shares,Price,Exchange,Currency,Market Currency,FX Rate,Notional Value
"005930","KR7005930003","6771720","SAMSUNG ELECTRONICS LTD","2.9413","Equity","Information Technology","Korea (South)","$230,691,829","177,814","1,297.38","Korea Exchange (Stock Market)","USD","KRW","1,079.10","-"
"2330","TW0002330008","6889106","TAIWAN SEMICONDUCTOR MANUFACTURING","2.4207","Equity","Information Technology","Taiwan","$189,864,824","39,643,000","4.79","Taiwan Stock Exchange","USD","TWD","30.69","-"
"700","KYG875721634","BMMV2K8","TENCENT HOLDINGS LTD","2.1574","Equity","Information Technology","China","$169,210,107","8,322,700","20.33","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"941","HK0941009539","6073556","CHINA MOBILE LTD","1.8110","Equity","Telecommunication Services","China","$142,037,747","9,857,000","14.41","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"939","CNE1000002H1","B0LMTQ3","CHINA CONSTRUCTION BANK CORP H","1.4145","Equity","Financials","China","$110,939,142","116,211,000","0.95","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1398","CNE1000003G1","B1G1QD8","INDUSTRIAL & COMMERCIAL BANK OF CH","1.2744","Equity","Financials","China","$99,956,820","118,839,000","0.84","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"NPN","ZAE000015889","6622691","NASPERS LIMITED N LTD","1.2589","Equity","Consumer Discretionary","South Africa","$98,738,560","638,911","154.54","Johannesburg Stock Exchange","USD","ZAR","11.98","-"
"3988","CNE1000001Z5","B154564","BANK OF CHINA LTD.","1.0792","Equity","Financials","China","$84,641,015","128,146,000","0.66","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2317","TW0002317005","6438564","HON HAI PRECISION INDUSTRY LTD","0.7766","Equity","Information Technology","Taiwan","$60,912,716","20,081,568","3.03","Taiwan Stock Exchange","USD","TWD","30.69","-"
"2318","CNE1000003X6","B01FLR7","PING AN INS GRP CO OF CHINA LTD- H","0.7449","Equity","Financials","China","$58,427,987","4,221,000","13.84","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2628","CNE1000002L3","6718976","CHINA LIFE INS-H","0.7350","Equity","Financials","China","$57,648,307","12,045,000","4.79","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"ITUB4","BRITUBACNPR1","B037HR3","ITAU UNIBANCO HOLDING PREF SA","0.7132","Equity","Financials","Brazil","$55,934,246","4,426,448","12.64","XBSP","USD","BRL","3.05","-"
"AMXL","MXP001691213","2667470","AMERICA MOVIL L","0.7090","Equity","Telecommunication Services","Mexico","$55,611,543","53,282,200","1.04","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.29","-"
"MTN","ZAE000042164","6563206","MTN GROUP LTD","0.6784","Equity","Telecommunication Services","South Africa","$53,208,745","2,657,886","20.02","Johannesburg Stock Exchange","USD","ZAR","11.98","-"
"883","HK0883013259","B00G0S5","CNOOC LTD.","0.6186","Equity","Energy","China","$48,522,026","28,844,000","1.68","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"ABEV3","BRABEVACNOR1","BG7ZWY7","AMBEV SA","0.6158","Equity","Consumer Staples","Brazil","$48,295,479","7,517,200","6.42","XBSP","USD","BRL","3.05","-"
"INFY","INE009A01021","6205122","INFOSYS LTD","0.5840","Equity","Information Technology","India","$45,801,179","1,480,969","30.93","National Stock Exchange Of India","USD","INR","63.47","-"
"HDFC","INE001A01036","6171900","HOUSING DEVELOPMENT FINANCE CORP.","0.5720","Equity","Financials","India","$44,863,640","2,412,226","18.60","National Stock Exchange Of India","USD","INR","63.47","-"
"857","CNE1000003W8","6226576","PETROCHINA CO LTD H","0.5546","Equity","Energy","China","$43,498,233","33,956,000","1.28","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"BBDC4","BRBBDCACNPR8","B00FM53","BANCO BRADESCO S/A","0.5480","Equity","Financials","Brazil","$42,977,305","4,050,004","10.61","XBSP","USD","BRL","3.05","-"
"005380","KR7005380001","6451055","HYUNDAI MOTOR","0.5048","Equity","Consumer Discretionary","Korea (South)","$39,594,740","248,411","159.39","Korea Exchange (Stock Market)","USD","KRW","1,079.10","-"
