iShares Core Dividend Growth ETF
Inception Date,"Jun 10, 2014"
Fund Holdings as of,"08-May-2015"
Total Net Assets,"$170,243,439"
Shares Outstanding,"6,400,000"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,ISIN,SEDOL,Name,Weight (%),Asset Class,Sector,Market Value,Shares,Price,Exchange,Notional Value
"MSFT","US5949181045","2588173","MICROSOFT CORP","3.2980","Equity","Information Technology","$5,640,469","118,125","47.75","NASDAQ","5,640,468.75"
"GE","US3696041033","2380498","GENERAL ELECTRIC","3.1526","Equity","Industrials","$5,391,945","197,074","27.36","New York Stock Exchange Inc.","5,391,944.64"
"XOM","US30231G1022","2326618","EXXON MOBIL CORP","3.0692","Equity","Energy","$5,249,164","58,986","88.99","New York Stock Exchange Inc.","5,249,164.14"
"JNJ","US4781601046","2475833","JOHNSON & JOHNSON","2.9863","Equity","Health Care","$5,107,492","50,335","101.47","New York Stock Exchange Inc.","5,107,492.45"
"KO","US1912161007","2206657","COCA-COLA","2.9553","Equity","Consumer Staples","$5,054,432","123,339","40.98","New York Stock Exchange Inc.","5,054,432.22"
"PFE","US7170811035","2684703","PFIZER INC","2.9342","Equity","Health Care","$5,018,392","147,513","34.02","New York Stock Exchange Inc.","5,018,392.26"
"PG","US7427181091","2704407","PROCTER & GAMBLE","2.8779","Equity","Consumer Staples","$4,922,125","60,797","80.96","New York Stock Exchange Inc.","4,922,125.12"
"IBM","US4592001014","2005973","INTERNATIONAL BUSINESS MACHINES CO","2.6893","Equity","Information Technology","$4,599,504","26,636","172.68","New York Stock Exchange Inc.","4,599,504.48"
"PEP","US7134481081","2681511","PEPSICO INC","2.4306","Equity","Consumer Staples","$4,157,057","43,056","96.55","New York Stock Exchange Inc.","4,157,056.80"
"ABBV","US00287Y1091","B92SR70","ABBVIE INC","2.1627","Equity","Health Care","$3,698,847","56,696","65.24","New York Stock Exchange Inc.","3,698,847.04"
"MCD","US5801351017","2550707","MCDONALDS CORP","2.0655","Equity","Consumer Discretionary","$3,532,645","35,963","98.23","New York Stock Exchange Inc.","3,532,645.49"
"WMT","US9311421039","2936921","WALMART STORES INC","1.7814","Equity","Consumer Staples","$3,046,807","38,798","78.53","New York Stock Exchange Inc.","3,046,806.94"
"QCOM","US7475251036","2714923","QUALCOMM INC","1.6663","Equity","Information Technology","$2,849,905","41,059","69.41","NASDAQ","2,849,905.19"
"MMM","US88579Y1010","2595708","3M CO","1.5713","Equity","Industrials","$2,687,320","16,733","160.60","New York Stock Exchange Inc.","2,687,319.80"
"HD","US4370761029","2434209","HOME DEPOT INC","1.4888","Equity","Consumer Discretionary","$2,546,321","22,640","112.47","New York Stock Exchange Inc.","2,546,320.80"
"OXY","US6745991058","2655408","OCCIDENTAL PETROLEUM CORP","1.4096","Equity","Energy","$2,410,849","30,948","77.90","New York Stock Exchange Inc.","2,410,849.20"
"CMCSA","US20030N1019","2044545","COMCAST A CORP","1.4096","Equity","Consumer Discretionary","$2,410,814","41,274","58.41","NASDAQ","2,410,814.34"
"UTX","US9130171096","2915500","UNITED TECHNOLOGIES CORP","1.3132","Equity","Industrials","$2,246,025","18,965","118.43","New York Stock Exchange Inc.","2,246,024.95"
"UPS","US9113121068","2517382","UNITED PARCEL SERVICE INC CLASS B","1.2494","Equity","Industrials","$2,136,765","21,291","100.36","New York Stock Exchange Inc.","2,136,764.76"
"CAT","US1491231015","2180201","CATERPILLAR INC","1.1153","Equity","Industrials","$1,907,549","21,848","87.31","New York Stock Exchange Inc.","1,907,548.88"
"UNP","US9078181081","2914734","UNION PACIFIC CORP","1.1044","Equity","Industrials","$1,888,795","17,580","107.44","New York Stock Exchange Inc.","1,888,795.20"
"ORCL","US68389X1054","2661568","ORACLE CORP","0.9981","Equity","Information Technology","$1,706,972","38,786","44.01","New York Stock Exchange Inc.","1,706,971.86"
"CVS","US1266501006","2577609","CVS HEALTH CORP","0.9599","Equity","Consumer Staples","$1,641,664","16,309","100.66","New York Stock Exchange Inc.","1,641,663.94"
"D","US25746U1097","2542049","DOMINION RESOURCES INC","0.9503","Equity","Utilities","$1,625,326","22,640","71.79","New York Stock Exchange Inc.","1,625,325.60"
"LMT","US5398301094","2522096","LOCKHEED MARTIN CORP","0.9423","Equity","Industrials","$1,611,651","8,461","190.48","New York Stock Exchange Inc.","1,611,651.28"
"ABT","US0028241000","2002305","ABBOTT LABORATORIES","0.8966","Equity","Health Care","$1,533,419","32,235","47.57","New York Stock Exchange Inc.","1,533,418.95"
"UNH","US91324P1021","2917766","UNITEDHEALTH GROUP INC","0.8948","Equity","Health Care","$1,530,446","13,230","115.68","New York Stock Exchange Inc.","1,530,446.40"
"ACN","IE00B4BNMY34","B4BNMY3","ACCENTURE PLC","0.8568","Equity","Information Technology","$1,465,295","15,281","95.89","New York Stock Exchange Inc.","1,465,295.09"
"TGT","US87612E1064","2259101","TARGET CORP","0.8338","Equity","Consumer Discretionary","$1,425,949","17,661","80.74","New York Stock Exchange Inc.","1,425,949.14"
"NEE","US65339F1012","2328915","NEXTERA ENERGY INC","0.8337","Equity","Utilities","$1,425,948","14,089","101.21","New York Stock Exchange Inc.","1,425,947.69"
"TXN","US8825081040","2885409","TEXAS INSTRUMENTS INCORPORATED","0.8333","Equity","Information Technology","$1,425,208","26,055","54.70","NASDAQ","1,425,208.50"
"KMB","US4943681035","2491839","KIMBERLY CLARK CORP","0.7983","Equity","Consumer Staples","$1,365,386","12,333","110.71","New York Stock Exchange Inc.","1,365,386.43"
"CL","US1941621039","2209106","COLGATE-PALMOLIVE","0.7520","Equity","Consumer Staples","$1,286,047","18,857","68.20","New York Stock Exchange Inc.","1,286,047.40"
"PSX","US7185461040","B78C4Y8","PHILLIPS 66","0.7358","Equity","Energy","$1,258,408","15,416","81.63","New York Stock Exchange Inc.","1,258,408.08"
"WBA","US9314271084","BTN1Y44","WALGREEN BOOTS ALLIANCE","0.7335","Equity","Consumer Staples","$1,254,470","14,755","85.02","NASDAQ","1,254,470.10"
