iShares Core Dividend Growth ETF
Inception Date,"Jun 10, 2014"
Fund Holdings as of,"05-Aug-2015"
Total Net Assets,"$198,735,737"
Shares Outstanding,"7,600,000"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,ISIN,SEDOL,Weight (%),Sector,Asset Class,Market Value,Shares,Price,Exchange,Notional Value
"SBUX","STARBUCKS CORP","US8552441094","2842255","0.6532","Consumer Discretionary","Equity","$1,307,839","22,163","59.01","NASDAQ","1,307,838.63"
"TWX","TIME WARNER INC","US8873173038","B63QTN2","0.6531","Consumer Discretionary","Equity","$1,307,603","16,386","79.80","New York Stock Exchange Inc.","1,307,602.80"
"EMR","EMERSON ELECTRIC","US2910111044","2313405","0.6369","Industrials","Equity","$1,275,051","25,547","49.91","New York Stock Exchange Inc.","1,275,050.77"
"PRU","PRUDENTIAL FINANCIAL INC","US7443201022","2819118","0.6334","Financials","Equity","$1,268,194","14,113","89.86","New York Stock Exchange Inc.","1,268,194.18"
"BLK","BLACKROCK INC.","US09247X1019","2494504","0.6324","Financials","Equity","$1,266,132","3,783","334.69","New York Stock Exchange Inc.","1,266,132.27"
"V","VISA INC CLASS A","US92826C8394","B2PZN04","0.6071","Information Technology","Equity","$1,215,501","16,211","74.98","New York Stock Exchange Inc.","1,215,500.78"
"GD","GENERAL DYNAMICS CORP","US3695501086","2365161","0.5560","Industrials","Equity","$1,113,163","7,430","149.82","New York Stock Exchange Inc.","1,113,162.60"
"TWC","TIME WARNER CABLE INC","US88732J2078","B63BPC8","0.5525","Consumer Discretionary","Equity","$1,106,104","5,776","191.50","New York Stock Exchange Inc.","1,106,104.00"
"ADP","AUTOMATIC DATA PROCESSING INC","US0530151036","2065308","0.5435","Information Technology","Equity","$1,088,063","13,295","81.84","NASDAQ","1,088,062.80"
"ACE","ACE LTD","CH0044328745","B3BQMF6","0.5433","Financials","Equity","$1,087,740","9,788","111.13","New York Stock Exchange Inc.","1,087,740.44"
"RTN","RAYTHEON","US7551115071","2758051","0.5403","Industrials","Equity","$1,081,717","9,832","110.02","New York Stock Exchange Inc.","1,081,716.64"
"NKE","NIKE INC CLASS B","US6541061031","2640147","0.5353","Consumer Discretionary","Equity","$1,071,765","9,180","116.75","New York Stock Exchange Inc.","1,071,765.00"
"LOW","LOWES COMPANIES INC","US5486611073","2536763","0.5272","Consumer Discretionary","Equity","$1,055,534","15,092","69.94","New York Stock Exchange Inc.","1,055,534.48"
"ETN","EATON CORPORATION PLC","IE00B8KQN827","B8KQN82","0.5129","Industrials","Equity","$1,026,954","17,225","59.62","New York Stock Exchange Inc.","1,026,954.50"
"MON","MONSANTO","US61166W1018","2654320","0.5088","Materials","Equity","$1,018,660","9,913","102.76","New York Stock Exchange Inc.","1,018,659.88"
"DE","DEERE & CO","US2441991054","2261203","0.5021","Industrials","Equity","$1,005,157","10,523","95.52","New York Stock Exchange Inc.","1,005,156.96"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","US7445731067","2707677","0.4910","Utilities","Equity","$983,041","23,866","41.19","New York Stock Exchange Inc.","983,040.54"
"PX","PRAXAIR INC","US74005P1049","2699291","0.4619","Materials","Equity","$924,695","8,155","113.39","New York Stock Exchange Inc.","924,695.45"
"TRV","TRAVELERS COMPANIES INC","US89417E1091","2769503","0.4575","Financials","Equity","$916,001","8,635","106.08","New York Stock Exchange Inc.","916,000.80"
"COST","COSTCO WHOLESALE CORP","US22160K1051","2701271","0.4503","Consumer Staples","Equity","$901,611","6,138","146.89","NASDAQ","901,610.82"
"BAX","BAXTER INTERNATIONAL INC","US0718131099","2085102","0.4394","Health Care","Equity","$879,801","20,883","42.13","New York Stock Exchange Inc.","879,800.79"
"PPG","PPG INDUSTRIES INC","US6935061076","2698470","0.4371","Materials","Equity","$875,104","8,210","106.59","New York Stock Exchange Inc.","875,103.90"
"SYY","SYSCO CORP","US8718291078","2868165","0.4279","Consumer Staples","Equity","$856,655","23,304","36.76","New York Stock Exchange Inc.","856,655.04"
"AFL","AFLAC INC","US0010551028","2026361","0.4236","Financials","Equity","$848,171","13,232","64.10","New York Stock Exchange Inc.","848,171.20"
"WM","WASTE MANAGEMENT INC","US94106L1098","2937667","0.4234","Industrials","Equity","$847,788","16,430","51.60","New York Stock Exchange Inc.","847,788.00"
"YUM","YUM BRANDS INC","US9884981013","2098876","0.4207","Consumer Discretionary","Equity","$842,318","9,460","89.04","New York Stock Exchange Inc.","842,318.40"
"CB","CHUBB CORP","US1712321017","2195722","0.4186","Financials","Equity","$838,152","6,652","126.00","New York Stock Exchange Inc.","838,152.00"
"XEL","XCEL ENERGY INC","US98389B1008","2614807","0.4184","Utilities","Equity","$837,680","24,337","34.42","New York Stock Exchange Inc.","837,679.54"
"NOC","NORTHROP GRUMMAN CORP","US6668071029","2648806","0.4145","Industrials","Equity","$829,843","4,778","173.68","New York Stock Exchange Inc.","829,843.04"
"NSC","NORFOLK SOUTHERN CORP","US6558441084","2641894","0.4006","Industrials","Equity","$802,100","9,713","82.58","New York Stock Exchange Inc.","802,099.54"
"ADM","ARCHER DANIELS MIDLAND","US0394831020","2047317","0.3919","Consumer Staples","Equity","$784,588","16,271","48.22","New York Stock Exchange Inc.","784,587.62"
"CSX","CSX CORP","US1264081035","2160753","0.3906","Industrials","Equity","$781,919","25,420","30.76","New York Stock Exchange Inc.","781,919.20"
"BXLT","BAXALTA INC","US07177M1036","BZ0CYQ4","0.3896","Health Care","Equity","$779,980","20,911","37.30","New York Stock Exchange Inc.","779,980.30"
"SRE","SEMPRA ENERGY","US8168511090","2138158","0.3879","Utilities","Equity","$776,622","7,713","100.69","New York Stock Exchange Inc.","776,621.97"
"IP","INTERNATIONAL PAPER","US4601461035","2465254","0.3879","Materials","Equity","$776,635","16,251","47.79","New York Stock Exchange Inc.","776,635.29"
"APD","AIR PRODUCTS AND CHEMICALS INC","US0091581068","2011602","0.3836","Materials","Equity","$767,920","5,208","147.45","New York Stock Exchange Inc.","767,919.60"
"ITW","ILLINOIS TOOL INC","US4523081093","2457552","0.3797","Industrials","Equity","$760,171","8,485","89.59","New York Stock Exchange Inc.","760,171.15"
"TJX","TJX INC","US8725401090","2989301","0.3740","Consumer Discretionary","Equity","$748,821","10,670","70.18","New York Stock Exchange Inc.","748,820.60"
"MMC","MARSH & MCLENNAN INC","US5717481023","2567741","0.3618","Financials","Equity","$724,370","12,427","58.29","New York Stock Exchange Inc.","724,369.83"
"EIX","EDISON INTERNATIONAL","US2810201077","2829515","0.3438","Utilities","Equity","$688,390","11,500","59.86","New York Stock Exchange Inc.","688,390.00"
"ES","EVERSOURCE ENERGY","US30040W1080","BVVN4Q8","0.3433","Utilities","Equity","$687,341","13,959","49.24","New York Stock Exchange Inc.","687,341.16"
"BDX","BECTON DICKINSON","US0758871091","2087807","0.3350","Health Care","Equity","$670,676","4,359","153.86","New York Stock Exchange Inc.","670,675.74"
"K","KELLOGG","US4878361082","2486813","0.3293","Consumer Staples","Equity","$659,273","9,602","68.66","New York Stock Exchange Inc.","659,273.32"
"TROW","T ROWE PRICE GROUP INC","US74144T1088","2702337","0.3229","Financials","Equity","$646,485","8,453","76.48","NASDAQ","646,485.44"
"DTE","DTE ENERGY","US2333311072","2280220","0.3130","Utilities","Equity","$626,710","7,912","79.21","New York Stock Exchange Inc.","626,709.52"
"OMC","OMNICOM GROUP INC","US6819191064","2279303","0.2990","Consumer Discretionary","Equity","$598,692","8,097","73.94","New York Stock Exchange Inc.","598,692.18"
"TEL","TE CONNECTIVITY LTD","CH0102993182","B62B7C3","0.2983","Information Technology","Equity","$597,234","9,542","62.59","New York Stock Exchange Inc.","597,233.78"
"CMI","CUMMINS INC","US2310211063","2240202","0.2972","Industrials","Equity","$595,095","4,655","127.84","New York Stock Exchange Inc.","595,095.20"
"VFC","VF CORP","US9182041080","2928683","0.2894","Consumer Discretionary","Equity","$579,313","7,551","76.72","New York Stock Exchange Inc.","579,312.72"
"AMP","AMERIPRISE FINANCE INC","US03076C1062","B0J7D57","0.2842","Financials","Equity","$568,898","4,545","125.17","New York Stock Exchange Inc.","568,897.65"
"IVZ","INVESCO LTD","BMG491BT1088","B28XP76","0.2793","Financials","Equity","$559,261","14,440","38.73","New York Stock Exchange Inc.","559,261.20"
"ADI","ANALOG DEVICES INC","US0326541051","2032067","0.2725","Information Technology","Equity","$545,511","8,987","60.70","NASDAQ","545,510.90"
"SYK","STRYKER CORP","US8636671013","2853688","0.2686","Health Care","Equity","$537,668","5,214","103.12","New York Stock Exchange Inc.","537,667.68"
"NUE","NUCOR CORP","US6703461052","2651086","0.2683","Materials","Equity","$537,191","11,809","45.49","New York Stock Exchange Inc.","537,191.41"
"CAH","CARDINAL HEALTH INC","US14149Y1082","2175672","0.2678","Health Care","Equity","$536,254","6,216","86.27","New York Stock Exchange Inc.","536,254.32"
"CLX","CLOROX","US1890541097","2204026","0.2631","Consumer Staples","Equity","$526,666","4,428","118.94","New York Stock Exchange Inc.","526,666.32"
"AMAT","APPLIED MATERIAL INC","US0382221051","2046552","0.2566","Information Technology","Equity","$513,693","30,164","17.03","NASDAQ","513,692.92"
"PFG","PRINCIPAL FINANCIAL GROUP INC","US74251V1026","2803014","0.2536","Financials","Equity","$507,806","9,107","55.76","New York Stock Exchange Inc.","507,806.32"
"MRO","MARATHON OIL CORP","US5658491064","2910970","0.2512","Energy","Equity","$502,963","25,415","19.79","New York Stock Exchange Inc.","502,962.85"
"DPS","DR PEPPER SNAPPLE GROUP INC","US26138E1091","B2QW0Z8","0.2508","Consumer Staples","Equity","$502,187","6,033","83.24","New York Stock Exchange Inc.","502,186.92"
"WEC","WEC ENERGY GROUP INC","US92939U1060","BYY8XK8","0.2484","Utilities","Equity","$497,407","10,220","48.67","New York Stock Exchange Inc.","497,407.40"
"KR","KROGER","US5010441013","2497406","0.2414","Consumer Staples","Equity","$483,302","12,367","39.08","New York Stock Exchange Inc.","483,302.36"
"GPC","GENUINE PARTS","US3724601055","2367480","0.2214","Consumer Discretionary","Equity","$443,280","4,979","89.03","New York Stock Exchange Inc.","443,280.37"
"VIAB","VIACOM INC CLASS B","US92553P2011","B0SRLF4","0.2189","Consumer Discretionary","Equity","$438,167","8,523","51.41","NASDAQ","438,167.43"
"ECL","ECOLAB INC","US2788651006","2304227","0.2176","Materials","Equity","$435,594","3,731","116.75","New York Stock Exchange Inc.","435,594.25"
"MHFI","MCGRAW HILL FINANCIAL INC","US5806451093","2551443","0.2157","Financials","Equity","$431,800","4,250","101.60","New York Stock Exchange Inc.","431,800.00"
"CMS","CMS ENERGY CORP","US1258961002","2219224","0.2041","Utilities","Equity","$408,633","12,122","33.71","New York Stock Exchange Inc.","408,632.62"
"COH","COACH INC","US1897541041","2646015","0.2037","Consumer Discretionary","Equity","$407,826","12,853","31.73","New York Stock Exchange Inc.","407,825.69"
"TYC","TYCO INTERNATIONAL PLC","IE00BQRQXQ92","BQRQXQ9","0.2010","Industrials","Equity","$402,438","10,513","38.28","New York Stock Exchange Inc.","402,437.64"
"MJN","MEAD JOHNSON NUTRITION","US5828391061","B4W9F29","0.1988","Consumer Staples","Equity","$397,971","4,526","87.93","New York Stock Exchange Inc.","397,971.18"
"PH","PARKER-HANNIFIN CORP","US7010941042","2671501","0.1960","Industrials","Equity","$392,343","3,541","110.80","New York Stock Exchange Inc.","392,342.80"
"ROK","ROCKWELL AUTOMATION INC","US7739031091","2754060","0.1957","Industrials","Equity","$391,833","3,377","116.03","New York Stock Exchange Inc.","391,833.31"
"HSY","HERSHEY FOODS","US4278661081","2422806","0.1941","Consumer Staples","Equity","$388,523","4,193","92.66","New York Stock Exchange Inc.","388,523.38"
"SWK","STANLEY BLACK & DECKER INC","US8545021011","B3Q2FJ4","0.1928","Industrials","Equity","$386,062","3,667","105.28","New York Stock Exchange Inc.","386,061.76"
"PCAR","PACCAR INC","US6937181088","2665861","0.1853","Industrials","Equity","$370,915","5,832","63.60","NASDAQ","370,915.20"
"KLAC","KLA TENCOR CORP","US4824801009","2480138","0.1822","Information Technology","Equity","$364,743","6,929","52.64","NASDAQ","364,742.56"
"RSG","REPUBLIC SERVICES INC","US7607591002","2262530","0.1812","Industrials","Equity","$362,791","8,396","43.21","New York Stock Exchange Inc.","362,791.16"
"CINF","CINCINNATI FINANCIAL CORP","US1720621010","2196888","0.1794","Financials","Equity","$359,242","6,467","55.55","NASDAQ","359,241.85"
"FAST","FASTENAL","US3119001044","2332262","0.1794","Industrials","Equity","$359,090","8,784","40.88","NASDAQ","359,089.92"
"XLNX","XILINX INC","US9839191015","2985677","0.1776","Information Technology","Equity","$355,646","8,327","42.71","NASDAQ","355,646.17"
"BRCM","BROADCOM CORP CLASS A","US1113201073","2235822","0.1747","Information Technology","Equity","$349,808","6,931","50.47","NASDAQ","349,807.57"
"CCE","COCA-COLA ENTERPRISES INC","US19122T1097","B42BPG9","0.1744","Consumer Staples","Equity","$349,091","6,734","51.84","New York Stock Exchange Inc.","349,090.56"
"SPLS","STAPLES INC","US8550301027","2841489","0.1634","Consumer Discretionary","Equity","$327,121","22,701","14.41","NASDAQ","327,121.41"
"MCHP","MICROCHIP TECHNOLOGY INC","US5950171042","2592174","0.1621","Information Technology","Equity","$324,605","7,406","43.83","NASDAQ","324,604.98"
"BLKFDS","BLK CSH FND TREASURY SL AGENCY","US0669224778","-","0.1594","Cash and/or Derivatives","Money Market","$319,036","319,036","1.00","-","319,036.32"
"LNT","ALLIANT ENERGY CORP","US0188021085","2973821","0.1587","Utilities","Equity","$317,738","5,202","61.08","New York Stock Exchange Inc.","317,738.16"
"GWW","WW GRAINGER INC","US3848021040","2380863","0.1583","Industrials","Equity","$316,962","1,396","227.05","New York Stock Exchange Inc.","316,961.80"
"LLTC","LINEAR TECHNOLOGY CORP","US5356781063","2516839","0.1553","Information Technology","Equity","$310,860","7,487","41.52","NASDAQ","310,860.24"
"SJM","JM SMUCKER","US8326964058","2951452","0.1537","Consumer Staples","Equity","$307,785","2,712","113.49","New York Stock Exchange Inc.","307,784.88"
"AWK","AMERICAN WATER WORKS INC","US0304201033","B2R3PV1","0.1537","Utilities","Equity","$307,742","5,964","51.60","New York Stock Exchange Inc.","307,742.40"
"BBY","BEST BUY INC","US0865161014","2094670","0.1536","Consumer Discretionary","Equity","$307,520","9,610","32.00","New York Stock Exchange Inc.","307,520.00"
"MCO","MOODYS CORP","US6153691059","2252058","0.1533","Financials","Equity","$307,003","2,746","111.80","New York Stock Exchange Inc.","307,002.80"
"CHRW","CH ROBINSON WORLDWIDE INC","US12541W2098","2116228","0.1482","Industrials","Equity","$296,638","4,219","70.31","NASDAQ","296,637.89"
"HRS","HARRIS CORP","US4138751056","2412001","0.1477","Information Technology","Equity","$295,694","3,560","83.06","New York Stock Exchange Inc.","295,693.60"
"ABC","AMERISOURCEBERGEN CORP","US03073E1055","2795393","0.1454","Health Care","Equity","$291,076","2,714","107.25","New York Stock Exchange Inc.","291,076.50"
"PNR","PENTAIR","IE00BLS09M33","BLS09M3","0.1375","Industrials","Equity","$275,270","4,523","60.86","New York Stock Exchange Inc.","275,269.78"
"GPS","GAP INC","US3647601083","2360326","0.1368","Consumer Discretionary","Equity","$273,989","7,786","35.19","New York Stock Exchange Inc.","273,989.34"
"HAS","HASBRO INC","US4180561072","2414580","0.1368","Consumer Discretionary","Equity","$273,933","3,457","79.24","NASDAQ","273,932.68"
"USD","USD CASH","-","-","0.1361","Cash and/or Derivatives","Cash","$272,422","272,422","100.00","-","272,421.96"
"DOV","DOVER CORP","US2600031080","2278407","0.1356","Industrials","Equity","$271,426","4,261","63.70","New York Stock Exchange Inc.","271,425.70"
"MKC","MCCORMICK & CO NON-VOTING INC","US5797802064","2550161","0.1347","Consumer Staples","Equity","$269,667","3,228","83.54","New York Stock Exchange Inc.","269,667.12"
"BF.B","BROWN FORMAN CORP CLASS B","US1156372096","2146838","0.1345","Consumer Staples","Equity","$269,309","2,433","110.69","New York Stock Exchange Inc.","269,308.77"
"EL","ESTEE LAUDER INC CLASS A","US5184391044","2320524","0.1342","Consumer Staples","Equity","$268,753","2,953","91.01","New York Stock Exchange Inc.","268,752.53"
"ROST","ROSS STORES INC","US7782961038","2746711","0.1313","Consumer Discretionary","Equity","$262,862","4,885","53.81","NASDAQ","262,861.85"
"JWN","NORDSTROM INC","US6556641008","2641827","0.1300","Consumer Discretionary","Equity","$260,358","3,448","75.51","New York Stock Exchange Inc.","260,358.48"
"LLL","L-3 COMMUNICATIONS HOLDINGS INC","US5024241045","2247366","0.1298","Industrials","Equity","$259,872","2,249","115.55","New York Stock Exchange Inc.","259,871.95"
"MCK","MCKESSON CORP","US58155Q1031","2378534","0.1288","Health Care","Equity","$257,804","1,154","223.40","New York Stock Exchange Inc.","257,803.60"
"ALTR","ALTERA CORP","US0214411003","2021690","0.1283","Information Technology","Equity","$256,825","5,114","50.22","NASDAQ","256,825.08"
"BEN","FRANKLIN RESOURCES INC","US3546131018","2350684","0.1277","Financials","Equity","$255,730","5,659","45.19","New York Stock Exchange Inc.","255,730.21"
"WR","WESTAR ENERGY INC.","US95709T1007","2484000","0.1273","Utilities","Equity","$254,914","6,847","37.23","New York Stock Exchange Inc.","254,913.81"
"GRMN","GARMIN LTD","CH0114405324","B3Z5T14","0.1255","Consumer Discretionary","Equity","$251,273","6,065","41.43","NASDAQ","251,272.95"
"SHW","SHERWIN WILLIAMS","US8243481061","2804211","0.1254","Materials","Equity","$251,048","914","274.67","New York Stock Exchange Inc.","251,048.38"
"OGE","OGE ENERGY CORP.","US6708371033","2657802","0.1223","Utilities","Equity","$244,791","8,298","29.50","New York Stock Exchange Inc.","244,791.00"
"FDX","FEDEX CORP","US31428X1063","2142784","0.1203","Industrials","Equity","$240,834","1,406","171.29","New York Stock Exchange Inc.","240,833.74"
"WYN","WYNDHAM WORLDWIDE CORP","US98310W1080","B198391","0.1174","Consumer Discretionary","Equity","$234,956","2,948","79.70","New York Stock Exchange Inc.","234,955.60"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","US5719032022","2210614","0.1163","Consumer Discretionary","Equity","$232,815","3,293","70.70","NASDAQ","232,815.10"
"CHD","CHURCH AND DWIGHT INC","US1713401024","2195841","0.1142","Consumer Staples","Equity","$228,736","2,556","89.49","New York Stock Exchange Inc.","228,736.44"
"TIF","TIFFANY","US8865471085","2892090","0.1061","Consumer Discretionary","Equity","$212,397","2,240","94.82","New York Stock Exchange Inc.","212,396.80"
"ATO","ATMOS ENERGY CORP.","US0495601058","2315359","0.1039","Utilities","Equity","$208,061","3,785","54.97","New York Stock Exchange Inc.","208,061.45"
"CE","CELANESE CORP SERIES A","US1508701034","B05MZT4","0.1037","Materials","Equity","$207,670","3,158","65.76","New York Stock Exchange Inc.","207,670.08"
"ALV","AUTOLIV INC","US0528001094","2064253","0.1022","Consumer Discretionary","Equity","$204,623","1,963","104.24","New York Stock Exchange Inc.","204,623.12"
"BG","BUNGE LTD","BMG169621056","2788713","0.1021","Consumer Staples","Equity","$204,385","2,598","78.67","New York Stock Exchange Inc.","204,384.66"
"LEG","LEGGETT & PLATT INC","US5246601075","2510682","0.1017","Consumer Discretionary","Equity","$203,686","4,247","47.96","New York Stock Exchange Inc.","203,686.12"
"WYNN","WYNN RESORTS LTD","US9831341071","2963811","0.0979","Consumer Discretionary","Equity","$196,059","1,936","101.27","NASDAQ","196,058.72"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","US4595061015","2464165","0.0977","Materials","Equity","$195,674","1,669","117.24","New York Stock Exchange Inc.","195,673.56"
"UNM","UNUM GROUP","US91529Y1064","2433842","0.0969","Financials","Equity","$194,046","5,463","35.52","New York Stock Exchange Inc.","194,045.76"
"AMTD","TD AMERITRADE HOLDING CORP","US87236Y1082","2983154","0.0963","Financials","Equity","$192,858","5,147","37.47","New York Stock Exchange Inc.","192,858.09"
"STR","QUESTAR CORP","US7483561020","2717483","0.0924","Utilities","Equity","$184,969","8,381","22.07","New York Stock Exchange Inc.","184,968.67"
"ARG","AIRGAS INC","US0093631028","2011561","0.0902","Materials","Equity","$180,660","1,755","102.94","New York Stock Exchange Inc.","180,659.70"
"UGI","UGI CORP.","US9026811052","2910118","0.0898","Utilities","Equity","$179,693","5,118","35.11","New York Stock Exchange Inc.","179,692.98"
"EFX","EQUIFAX INC","US2944291051","2319146","0.0878","Industrials","Equity","$175,673","1,697","103.52","New York Stock Exchange Inc.","175,673.44"
"HRL","HORMEL FOODS CORP","US4404521001","2437264","0.0877","Consumer Staples","Equity","$175,651","2,889","60.80","New York Stock Exchange Inc.","175,651.20"
"PRE","PARTNERRE LTD","BMG6852T1053","2671932","0.0864","Financials","Equity","$172,938","1,250","138.35","New York Stock Exchange Inc.","172,937.50"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","US3021301094","2325507","0.0852","Industrials","Equity","$170,667","3,516","48.54","NASDAQ","170,666.64"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","US11133T1034","B1VP7R6","0.0812","Information Technology","Equity","$162,482","2,989","54.36","New York Stock Exchange Inc.","162,482.04"
"ADT","ADT CORPORATION","US00101J1060","B7XWRM2","0.0812","Industrials","Equity","$162,482","4,856","33.46","New York Stock Exchange Inc.","162,481.76"
"PLL","PALL CORP","US6964293079","2668804","0.0805","Industrials","Equity","$161,085","1,273","126.54","New York Stock Exchange Inc.","161,085.42"
