iShares Core S&P 500 ETF
Inception Date,"May 15, 2000"
Fund Holdings as of,"19-May-2015"
Total Net Assets,"$71,128,331,413"
Shares Outstanding,"331,650,000"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,ISIN,SEDOL,Name,Weight (%),Asset Class,Sector,Market Value,Shares,Price,Exchange,Notional Value
"AAPL","US0378331005","2046251","APPLE INC","4.0096","Equity","Information Technology","$2,853,272,361","21,936,437","130.07","NASDAQ","2,853,272,360.59"
"MSFT","US5949181045","2588173","MICROSOFT CORP","2.0658","Equity","Information Technology","$1,470,032,013","30,896,007","47.58","NASDAQ","1,470,032,013.06"
"XOM","US30231G1022","2326618","EXXON MOBIL CORP","1.9312","Equity","Energy","$1,374,223,655","15,797,490","86.99","New York Stock Exchange Inc.","1,374,223,655.10"
"JNJ","US4781601046","2475833","JOHNSON & JOHNSON","1.5298","Equity","Health Care","$1,088,616,204","10,471,491","103.96","New York Stock Exchange Inc.","1,088,616,204.36"
"GE","US3696041033","2380498","GENERAL ELECTRIC","1.4568","Equity","Industrials","$1,036,703,200","37,905,053","27.35","New York Stock Exchange Inc.","1,036,703,199.55"
"BRKB","US0846707026","2073390","BERKSHIRE HATHAWAY INC CLASS B","1.4143","Equity","Financials","$1,006,453,719","6,868,116","146.54","New York Stock Exchange Inc.","1,006,453,718.64"
"WFC","US9497461015","2649100","WELLS FARGO","1.3995","Equity","Financials","$995,880,631","17,657,458","56.40","New York Stock Exchange Inc.","995,880,631.20"
"JPM","US46625H1005","2190385","JPMORGAN CHASE & CO","1.3222","Equity","Financials","$940,890,358","14,041,044","67.01","New York Stock Exchange Inc.","940,890,358.44"
"PG","US7427181091","2704407","PROCTER & GAMBLE","1.1552","Equity","Consumer Staples","$822,063,732","10,170,280","80.83","New York Stock Exchange Inc.","822,063,732.40"
"PFE","US7170811035","2684703","PFIZER INC","1.1096","Equity","Health Care","$789,621,297","23,081,593","34.21","New York Stock Exchange Inc.","789,621,296.53"
"VZ","US92343V1044","2090571","VERIZON COMMUNICATIONS INC","1.0897","Equity","Telecommunications","$775,431,982","15,649,485","49.55","New York Stock Exchange Inc.","775,431,981.75"
"CVX","US1667641005","2838555","CHEVRON CORP","1.0450","Equity","Energy","$743,631,602","7,080,857","105.02","New York Stock Exchange Inc.","743,631,602.14"
"T","US00206R1023","2831811","AT&T INC","0.9441","Equity","Telecommunications","$671,811,074","19,546,438","34.37","New York Stock Exchange Inc.","671,811,074.06"
"BAC","US0605051046","2295677","BANK OF AMERICA CORP","0.9336","Equity","Financials","$664,380,360","39,617,195","16.77","New York Stock Exchange Inc.","664,380,360.15"
"DIS","US2546871060","2270726","WALT DISNEY","0.9149","Equity","Consumer Discretionary","$651,041,184","5,888,578","110.56","New York Stock Exchange Inc.","651,041,183.68"
"MRK","US58933Y1055","2778844","MERCK & CO INC","0.9090","Equity","Health Care","$646,884,905","10,688,779","60.52","New York Stock Exchange Inc.","646,884,905.08"
"FB","US30303M1027","B7TL820","FACEBOOK CLASS A INC","0.8958","Equity","Information Technology","$637,450,298","7,905,870","80.63","NASDAQ","637,450,298.10"
