iShares China Large-Cap ETF
Inception Date,"Oct 5, 2004"
Fund Holdings as of,"05-Aug-2015"
Total Net Assets,"$6,543,534,956"
Shares Outstanding,"162,150,000"
Stock,"99.27"
Bond,"0.00"
Cash,"0.01"
Other,"0.72"
 
Ticker,Name,ISIN,SEDOL,Weight (%),Sector,Asset Class,Country,Market Value,Shares,Price,Exchange,Currency,Market Currency,FX Rate,Notional Value
"700","TENCENT HOLDINGS LTD","KYG875721634","BMMV2K8","9.7144","Technology","Equity","China","$638,513,003","34,759,500","18.37","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"939","CHINA CONSTRUCTION BANK CORP H","CNE1000002H1","B0LMTQ3","8.7615","Financials","Equity","China","$575,877,052","704,132,320","0.82","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"941","CHINA MOBILE LTD","HK0941009539","6073556","8.7361","Telecommunications","Equity","China","$574,210,217","44,159,500","13.00","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1398","INDUSTRIAL & COMMERCIAL BANK OF CH","CNE1000003G1","B1G1QD8","6.4218","Financials","Equity","China","$422,094,207","612,747,995","0.69","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2628","CHINA LIFE INS-H","CNE1000002L3","6718976","4.1045","Financials","Equity","China","$269,784,443","72,870,000","3.70","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"3988","BANK OF CHINA LTD.","CNE1000001Z5","B154564","5.5269","Financials","Equity","China","$363,270,538","668,901,000","0.54","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2318","PING AN INS GRP CO OF CHINA LTD- H","CNE1000003X6","B01FLR7","4.0886","Financials","Equity","China","$268,738,313","47,563,000","5.65","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"386","CHINA PETROLEUM & CHEMICAL CORP.","CNE1000002Q2","6291819","3.6672","Oil & Gas","Equity","China","$241,041,470","320,506,600","0.75","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"883","CNOOC LTD.","HK0883013259","B00G0S5","3.5944","Oil & Gas","Equity","China","$236,253,750","189,003,000","1.25","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2601","CHINA PACIFIC INSURANCE (GROUP) LT","CNE1000009Q7","B2Q5H56","2.0807","Financials","Equity","China","$136,760,410","32,421,000","4.22","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1109","CHINA RESOURCES LAND LTD.","KYG2108Y1052","6193766","1.4461","Financials","Equity","China","$95,050,403","33,955,333","2.80","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"857","PETROCHINA CO LTD H","CNE1000003W8","6226576","3.5924","Oil & Gas","Equity","China","$236,121,919","248,024,000","0.95","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1988","CHINA MINSHENG BANKING CORP. LTD.","CNE100000HF9","B57JY24","1.4140","Financials","Equity","China","$92,939,783","81,871,500","1.14","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"992","LENOVO GROUP LTD","HK0992009065","6218089","1.3440","Technology","Equity","China","$88,338,901","80,946,000","1.09","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"3968","CHINA MERCHANTS BANK CO. LTD H","CNE1000002M1","B1DYPZ5","2.3602","Financials","Equity","China","$155,132,225","57,677,938","2.69","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"688","CHINA OVERSEAS LAND & INVESTMENT L","HK0688002218","6192150","2.2850","Financials","Equity","China","$150,189,757","48,310,000","3.11","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1088","CHINA SHENHUA ENERGY CO. LTD.","CNE1000002R0","B09N7M0","1.2300","Basic Materials","Equity","China","$80,845,101","42,691,500","1.89","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1288","AGRICULTURAL BANK OF CHINA LTD H","CNE100000Q43","B60LZR6","2.2219","Financials","Equity","China","$146,042,454","324,390,000","0.45","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"6837","HAITONG SECURITIES COMPANY LTD CLA","CNE1000019K9","B71SXC4","1.1621","Financials","Equity","China","$76,380,815","42,844,000","1.78","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
