iShares China Large-Cap ETF
Inception Date,"Oct 5, 2004"
Fund Holdings as of,"13-May-2015"
Total Net Assets,"$7,335,722,477"
Shares Outstanding,"148,500,000"
Stock,"99.84"
Bond,"0.00"
Cash,"0.02"
Other,"0.15"
 
Ticker,ISIN,SEDOL,Name,Weight (%),Asset Class,Sector,Country,Market Value,Shares,Price,Exchange,Currency,Market Currency,FX Rate,Notional Value
"700","KYG875721634","BMMV2K8","TENCENT HOLDINGS LTD","8.8911","Equity","Technology","China","$652,227,720","32,244,300","20.23","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"941","HK0941009539","6073556","CHINA MOBILE LTD","7.5731","Equity","Telecommunications","China","$555,540,954","40,935,500","13.57","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"939","CNE1000002H1","B0LMTQ3","CHINA CONSTRUCTION BANK CORP H","7.4978","Equity","Financials","China","$550,015,544","580,079,320","0.95","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1398","CNE1000003G1","B1G1QD8","INDUSTRIAL & COMMERCIAL BANK OF CH","6.7615","Equity","Financials","China","$496,008,428","594,270,995","0.83","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"3988","CNE1000001Z5","B154564","BANK OF CHINA LTD.","5.7822","Equity","Financials","China","$424,169,669","648,532,000","0.65","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2318","CNE1000003X6","B01FLR7","PING AN INS GRP CO OF CHINA LTD- H","4.6202","Equity","Financials","China","$338,928,731","24,237,000","13.98","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2628","CNE1000002L3","6718976","CHINA LIFE INS-H","4.4603","Equity","Financials","China","$327,194,452","68,922,000","4.75","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"883","HK0883013259","B00G0S5","CNOOC LTD.","3.9174","Equity","Oil & Gas","China","$287,371,326","174,306,000","1.65","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"857","CNE1000003W8","6226576","PETROCHINA CO LTD H","3.7042","Equity","Oil & Gas","China","$271,732,989","223,610,000","1.22","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"386","CNE1000002Q2","6291819","CHINA PETROLEUM & CHEMICAL CORP.","3.4580","Equity","Oil & Gas","China","$253,665,603","284,978,600","0.89","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"688","HK0688002218","6192150","CHINA OVERSEAS LAND & INVESTMENT L","2.4902","Equity","Financials","China","$182,673,383","49,168,000","3.72","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1288","CNE100000Q43","B60LZR6","AGRICULTURAL BANK OF CHINA LTD H","2.2864","Equity","Financials","China","$167,727,370","311,048,000","0.54","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2601","CNE1000009Q7","B2Q5H56","CHINA PACIFIC INSURANCE (GROUP) LT","2.2062","Equity","Financials","China","$161,842,448","31,092,000","5.21","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
