iShares China Large-Cap ETF
Inception Date,"Oct 5, 2004"
Fund Holdings as of,"12-May-2015"
Total Net Assets,"$7,390,001,422"
Shares Outstanding,"148,500,000"
Stock,"99.86"
Bond,"0.00"
Cash,"0.01"
Other,"0.12"
 
Ticker,ISIN,SEDOL,Name,Weight (%),Asset Class,Sector,Country,Market Value,Shares,Price,Exchange,Currency,Market Currency,FX Rate,Notional Value
"700","KYG875721634","BMMV2K8","TENCENT HOLDINGS LTD","8.8354","Equity","Technology","China","$652,933,297","32,244,300","20.25","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"941","HK0941009539","6073556","CHINA MOBILE LTD","7.5875","Equity","Telecommunications","China","$560,713,260","40,935,500","13.70","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"939","CNE1000002H1","B0LMTQ3","CHINA CONSTRUCTION BANK CORP H","7.3906","Equity","Financials","China","$546,168,255","580,079,320","0.94","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1398","CNE1000003G1","B1G1QD8","INDUSTRIAL & COMMERCIAL BANK OF CH","6.7417","Equity","Financials","China","$498,211,905","594,270,995","0.84","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"3988","CNE1000001Z5","B154564","BANK OF CHINA LTD.","5.7839","Equity","Financials","China","$427,433,464","648,532,000","0.66","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2318","CNE1000003X6","B01FLR7","PING AN INS GRP CO OF CHINA LTD- H","4.7039","Equity","Financials","China","$347,616,082","24,237,000","14.34","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2628","CNE1000002L3","6718976","CHINA LIFE INS-H","4.4988","Equity","Financials","China","$332,464,810","68,922,000","4.82","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"883","HK0883013259","B00G0S5","CNOOC LTD.","3.8757","Equity","Oil & Gas","China","$286,416,462","174,306,000","1.64","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"857","CNE1000003W8","6226576","PETROCHINA CO LTD H","3.6685","Equity","Oil & Gas","China","$271,103,601","223,610,000","1.21","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"386","CNE1000002Q2","6291819","CHINA PETROLEUM & CHEMICAL CORP.","3.4518","Equity","Oil & Gas","China","$255,086,767","284,978,600","0.90","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"688","HK0688002218","6192150","CHINA OVERSEAS LAND & INVESTMENT L","2.5315","Equity","Financials","China","$187,077,161","49,168,000","3.80","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1288","CNE100000Q43","B60LZR6","AGRICULTURAL BANK OF CHINA LTD H","2.2692","Equity","Financials","China","$167,694,920","311,048,000","0.54","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2601","CNE1000009Q7","B2Q5H56","CHINA PACIFIC INSURANCE (GROUP) LT","2.2167","Equity","Financials","China","$163,816,231","31,092,000","5.27","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"3968","CNE1000002M1","B1DYPZ5","CHINA MERCHANTS BANK CO. LTD H","2.2055","Equity","Financials","China","$162,989,066","55,303,938","2.95","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"728","CNE1000002V2","6559335","CHINA TELECOM CORP LTD H","1.8989","Equity","Telecommunications","China","$140,329,632","194,984,000","0.72","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"992","HK0992009065","6218089","LENOVO GROUP LTD","1.8287","Equity","Technology","China","$135,141,908","77,614,000","1.74","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"267","HK0267001375","6196152","CITIC LTD","1.7369","Equity","Industrials","China","$128,359,668","65,995,000","1.94","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"762","HK0000049939","6263830","CHINA UNICOM (HONG KONG) LTD.","1.6918","Equity","Telecommunications","China","$125,026,960","68,458,000","1.83","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"566","BMG4288J1062","BRJ8XY8","HANERGY THIN FILM POWER GROUP LTD","1.6678","Equity","Consumer Goods","Hong Kong","$123,249,620","135,352,000","0.91","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1044","KYG4402L1510","6136233","HENGAN INTERNATIONAL GROUP LTD","1.4640","Equity","Consumer Goods","China","$108,187,818","8,811,000","12.28","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1988","CNE100000HF9","B57JY24","CHINA MINSHENG BANKING CORP. LTD.","1.4419","Equity","Financials","China","$106,556,925","73,502,000","1.45","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1088","CNE1000002R0","B09N7M0","CHINA SHENHUA ENERGY CO. LTD.","1.3719","Equity","Basic Materials","China","$101,381,794","40,939,500","2.48","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
