iShares Core S&P Mid-Cap ETF
Inception Date,"May 22, 2000"
Fund Holdings as of,"12-May-2015"
Total Net Assets,"$25,676,569,868"
Shares Outstanding,"169,650,000"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,ISIN,SEDOL,Name,Weight (%),Asset Class,Sector,Market Value,Shares,Price,Exchange,Notional Value
"QRVO","US74736K1016","BR9YYP4","QUORVO INC","0.6813","Equity","Information Technology","$174,753,615","2,337,841","74.75","NASDAQ","174,753,614.75"
"SIG","BMG812761002","B3CTNK6","SIGNET JEWELERS LTD","0.6717","Equity","Consumer Discretionary","$172,288,804","1,262,374","136.48","New York Stock Exchange Inc.","172,288,803.52"
"CHD","US1713401024","2195841","CHURCH AND DWIGHT INC","0.6682","Equity","Consumer Staples","$171,393,547","2,055,818","83.37","New York Stock Exchange Inc.","171,393,546.66"
"AAP","US00751Y1064","2822019","ADVANCE AUTO PARTS INC","0.6594","Equity","Consumer Discretionary","$169,131,379","1,149,537","147.13","New York Stock Exchange Inc.","169,131,378.81"
"WAB","US9297401088","2955733","WABTEC CORP","0.5869","Equity","Industrials","$150,544,621","1,517,281","99.22","New York Stock Exchange Inc.","150,544,620.82"
"JAH","US4711091086","2028323","JARDEN CORP.","0.5752","Equity","Consumer Discretionary","$147,556,592","2,825,672","52.22","New York Stock Exchange Inc.","147,556,591.84"
"RMD","US7611521078","2732903","RESMED INC.","0.5638","Equity","Health Care","$144,620,797","2,212,342","65.37","New York Stock Exchange Inc.","144,620,796.54"
"FRT","US3137472060","2333931","FEDERAL REALTY INVESTMENT TRUST RE","0.5609","Equity","Financials","$143,885,725","1,081,441","133.05","New York Stock Exchange Inc.","143,885,725.05"
"MTD","US5926881054","2126249","METTLER TOLEDO INC","0.5554","Equity","Health Care","$142,480,305","443,022","321.61","New York Stock Exchange Inc.","142,480,305.42"
"TW","US8918941076","B5VW407","TOWERS WATSON","0.5532","Equity","Industrials","$141,890,480","1,095,764","129.49","NASDAQ","141,890,480.36"
"RKT","US7727392075","2747082","ROCK-TENN CO. CL A","0.5464","Equity","Materials","$140,168,994","2,203,915","63.60","New York Stock Exchange Inc.","140,168,994.00"
"PII","US7310681025","2692933","POLARIS INDUSTRIES INC","0.5333","Equity","Consumer Discretionary","$136,792,794","961,096","142.33","New York Stock Exchange Inc.","136,792,793.68"
"ENR","US29266R1086","2569297","ENERGIZER HOLDINGS INC","0.5318","Equity","Consumer Staples","$136,411,125","978,559","139.40","New York Stock Exchange Inc.","136,411,124.60"
"FL","US3448491049","2980906","FOOT LOCKER INC","0.5308","Equity","Consumer Discretionary","$136,150,375","2,238,211","60.83","New York Stock Exchange Inc.","136,150,375.13"
"COO","US2166484020","2222631","COOPER COS.","0.5294","Equity","Health Care","$135,801,165","760,663","178.53","New York Stock Exchange Inc.","135,801,165.39"
"OCR","US6819041087","2659778","OMNICARE INC","0.5288","Equity","Health Care","$135,647,809","1,529,805","88.67","New York Stock Exchange Inc.","135,647,809.35"
"CDK","US12508E1010","BQXTWQ5","CDK GLOBAL INC","0.5278","Equity","Information Technology","$135,396,006","2,535,031","53.41","NASDAQ","135,396,005.71"
"ALK","US0116591092","2012605","ALASKA AIR GROUP INC","0.5255","Equity","Industrials","$134,796,412","2,068,064","65.18","New York Stock Exchange Inc.","134,796,411.52"
"UDR","US9026531049","2727910","UDR INC.","0.5252","Equity","Financials","$134,720,261","4,076,256","33.05","New York Stock Exchange Inc.","134,720,260.80"
"LKQ","US5018892084","2971029","LKQ CORP","0.5184","Equity","Consumer Discretionary","$132,976,230","4,790,210","27.76","NASDAQ","132,976,229.60"
"HOLX","US4364401012","2433530","HOLOGIC INC.","0.5063","Equity","Health Care","$129,861,133","3,836,937","33.84","NASDAQ","129,861,132.77"
"RE","BMG3223R1088","2556868","EVEREST RE GROUP LTD","0.4997","Equity","Financials","$128,172,425","704,012","182.06","New York Stock Exchange Inc.","128,172,424.72"
"UTHR","US91307C1027","2430412","UNITED THERAPEUTICS CORP.","0.4966","Equity","Health Care","$127,395,656","734,650","173.41","NASDAQ","127,395,656.50"
