iShares Nasdaq Biotechnology ETF
Inception Date,"Feb 5, 2001"
Fund Holdings as of,"08-May-2015"
Total Net Assets,"$8,571,728,971"
Shares Outstanding,"24,350,000"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,ISIN,SEDOL,Name,Weight (%),Asset Class,Sector,Market Value,Shares,Price,Exchange,Notional Value
"AMGN","US0311621009","2023607","AMGEN INC","8.1994","Equity","Health Care","$702,465,797","4,327,127","162.34","NASDAQ","702,465,797.18"
"GILD","US3755581036","2369174","GILEAD SCIENCES INC","7.9907","Equity","Health Care","$684,585,431","6,592,060","103.85","NASDAQ","684,585,431.00"
"BIIB","US09062X1037","2455965","BIOGEN INC INC","7.7491","Equity","Health Care","$663,883,988","1,666,250","398.43","NASDAQ","663,883,987.50"
"CELG","US1510201049","2182348","CELGENE CORP","7.4208","Equity","Health Care","$635,759,963","5,615,758","113.21","NASDAQ","635,759,963.18"
"REGN","US75886F1075","2730190","REGENERON PHARMACEUTICALS INC","7.0577","Equity","Health Care","$604,648,959","1,256,309","481.29","NASDAQ","604,648,958.61"
"MYL","NL0011031208","BVFMFG8","MYLAN NV","5.2620","Equity","Health Care","$450,809,911","6,321,833","71.31","NASDAQ","450,809,911.23"
"VRTX","US92532F1003","2931034","VERTEX PHARMACEUTICALS INC","4.2496","Equity","Health Care","$364,072,164","2,857,485","127.41","NASDAQ","364,072,163.85"
"ILMN","US4523271090","2613990","ILLUMINA INC","3.9906","Equity","Health Care","$341,884,652","1,746,002","195.81","NASDAQ","341,884,651.62"
"ALXN","US0153511094","2036070","ALEXION PHARMACEUTICALS INC","3.6004","Equity","Health Care","$308,453,728","1,892,122","163.02","NASDAQ","308,453,728.44"
"BMRN","US09061G1013","2437071","BIOMARIN PHARMACEUTICAL INC","2.9170","Equity","Health Care","$249,903,023","2,054,110","121.66","NASDAQ","249,903,022.60"
"INCY","US45337C1027","2471950","INCYTE CORP","2.6894","Equity","Health Care","$230,408,530","2,219,094","103.83","NASDAQ","230,408,530.02"
"ENDP","IE00BJ3V9050","BJ3V905","ENDO INTERNATIONAL PLC","2.2670","Equity","Health Care","$194,221,491","2,231,405","87.04","NASDAQ","194,221,491.20"
"SHPG","US82481R1068","B39JBM7","SHIRE ADR REPRESENTING PLC","1.7772","Equity","Health Care","$152,259,973","619,371","245.83","NASDAQ","152,259,972.93"
"JAZZ","IE00B4Q5ZN47","B4Q5ZN4","JAZZ PHARMACEUTICALS PLC","1.6051","Equity","Health Care","$137,509,346","783,797","175.44","NASDAQ","137,509,345.68"
"MDVN","US58501N1019","B033T75","MEDIVATION INC.","1.4591","Equity","Health Care","$125,005,822","1,010,965","123.65","NASDAQ","125,005,822.25"
"ALNY","US02043Q1076","B00FWN1","ALNYLAM PHARMACEUTICALS INC.","1.4250","Equity","Health Care","$122,087,731","1,082,434","112.79","NASDAQ","122,087,730.86"
"ALKS","IE00B56GVS15","B3P6D26","ALKERMES PLC","1.3234","Equity","Health Care","$113,382,222","1,913,624","59.25","NASDAQ","113,382,222.00"
"UTHR","US91307C1027","2430412","UNITED THERAPEUTICS CORP.","1.2595","Equity","Health Care","$107,901,158","603,103","178.91","NASDAQ","107,901,157.73"
