iShares Europe ETF
Inception Date,"Jul 25, 2000"
Fund Holdings as of,"05-Aug-2015"
Total Net Assets,"$2,923,457,080"
Shares Outstanding,"65,100,000"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,ISIN,SEDOL,Weight (%),Sector,Asset Class,Country,Market Value,Shares,Price,Exchange,Currency,Market Currency,FX Rate,Notional Value
"SCA B","SVENSKA CELLULOSA B","SE0000112724","B1VVGZ5","0.2115","Consumer Staples","Equity","Sweden","$6,203,612","215,398","28.80","Nasdaq Omx Nordic","USD","SEK","8.74","6,203,612.31"
"AKZA","AKZO NOBEL NV","NL0000009132","5458314","0.2105","Materials","Equity","Netherlands","$6,174,009","85,170","72.49","Nyse Euronext - Euronext Amsterdam","USD","EUR","0.92","6,174,009.20"
"STL","STATOIL ASA","NO0010096985","7133608","0.2104","Energy","Equity","Norway","$6,172,810","366,601","16.84","Oslo Bors Asa","USD","NOK","8.26","6,172,809.81"
"WOS","WOLSELEY PLC","JE00BFNWV485","BFNWV48","0.2094","Industrials","Equity","United Kingdom","$6,142,546","92,628","66.31","London Stock Exchange","USD","GBP","0.64","6,142,546.44"
"ATCO A","ATLAS COPCO AB-A SHS","SE0006886750","BXC8BS7","0.2080","Industrials","Equity","Sweden","$6,100,456","223,826","27.26","Nasdaq Omx Nordic","USD","SEK","8.74","6,100,455.66"
"DB1","DEUTSCHE BOERSE AG","DE0005810055","7021963","0.2068","Financials","Equity","Germany","$6,064,467","66,550","91.13","Xetra","USD","EUR","0.92","6,064,466.51"
"AAL","ANGLO AMERICAN PLC","GB00B1XZS820","B1XZS82","0.2057","Materials","Equity","United Kingdom","$6,032,814","484,332","12.46","London Stock Exchange","USD","GBP","0.64","6,032,813.58"
"SN","SMITH & NEPHEW PLC","GB0009223206","0922320","0.2051","Health Care","Equity","United Kingdom","$6,017,102","320,481","18.78","London Stock Exchange","USD","GBP","0.64","6,017,101.60"
"KNEBV","KONE","FI0009013403","B09M9D2","0.2030","Industrials","Equity","Finland","$5,955,257","139,592","42.66","Nasdaq Omx Helsinki Ltd.","USD","EUR","0.92","5,955,257.01"
"GIVN","GIVAUDAN SA","CH0010645932","5980613","0.1992","Materials","Equity","Switzerland","$5,841,536","3,158","1,849.76","Six Swiss Exchange Ag","USD","CHF","0.98","5,841,536.03"
"ADS","ADIDAS AG","DE000A1EWWW0","4031976","0.1990","Consumer Discretionary","Equity","Germany","$5,837,019","72,121","80.93","Xetra","USD","EUR","0.92","5,837,018.80"
"AH","KONINKLIJKE AHOLD NV","NL0010672325","BKWP5S5","0.1986","Consumer Staples","Equity","Netherlands","$5,824,213","290,346","20.06","Nyse Euronext - Euronext Amsterdam","USD","EUR","0.92","5,824,212.72"
"REP","REPSOL SA","ES0173516115","5669354","0.1966","Energy","Equity","Spain","$5,765,503","349,523","16.50","Bolsa De Madrid","USD","EUR","0.92","5,765,503.17"
"LAND","LAND SECURITIES GROUP REIT PLC","GB0031809436","3180943","0.1944","Financials","Equity","United Kingdom","$5,701,919","277,406","20.55","London Stock Exchange","USD","GBP","0.64","5,701,919.16"
"ITV","ITV PLC","GB0033986497","3398649","0.1934","Consumer Discretionary","Equity","United Kingdom","$5,671,873","1,316,257","4.31","London Stock Exchange","USD","GBP","0.64","5,671,873.43"
"LR","LEGRAND SA","FR0010307819","B11ZRK9","0.1925","Industrials","Equity","France","$5,645,861","91,280","61.85","Nyse Euronext - Euronext Paris","USD","EUR","0.92","5,645,861.33"
"ACA","CREDIT AGRICOLE SA","FR0000045072","7262610","0.1905","Financials","Equity","France","$5,588,195","394,673","14.16","Nyse Euronext - Euronext Paris","USD","EUR","0.92","5,588,194.54"
"OML","OLD MUTUAL PLC","GB00B77J0862","B77J086","0.1879","Financials","Equity","United Kingdom","$5,511,796","1,616,301","3.41","London Stock Exchange","USD","GBP","0.64","5,511,795.72"
"CAP","CAPGEMINI","FR0000125338","4163437","0.1823","Information Technology","Equity","France","$5,346,372","55,986","95.49","Nyse Euronext - Euronext Paris","USD","EUR","0.92","5,346,371.98"
"PSON","PEARSON PLC","GB0006776081","0677608","0.1811","Consumer Discretionary","Equity","United Kingdom","$5,310,618","284,033","18.70","London Stock Exchange","USD","GBP","0.64","5,310,617.83"
"TEL","TELENOR ASA","NO0010063308","4732495","0.1796","Telecommunications","Equity","Norway","$5,268,218","240,715","21.89","Oslo Bors Asa","USD","NOK","8.26","5,268,217.55"
"UHR","SWATCH GROUP AG","CH0012255151","7184725","0.1792","Consumer Discretionary","Equity","Switzerland","$5,255,210","11,918","440.95","Six Swiss Exchange Ag","USD","CHF","0.98","5,255,209.78"
"SCMN","SWISSCOM AG","CH0008742519","5533976","0.1783","Telecommunications","Equity","Switzerland","$5,229,714","8,976","582.63","Six Swiss Exchange Ag","USD","CHF","0.98","5,229,714.29"
"PUB","PUBLICIS GROUPE SA","FR0000130577","4380429","0.1777","Consumer Discretionary","Equity","France","$5,213,417","69,381","75.14","Nyse Euronext - Euronext Paris","USD","EUR","0.92","5,213,416.52"
"FCA","FIAT CHRYSLER AUTOMOBILES NV","NL0010877643","BRJFWP3","0.1742","Consumer Discretionary","Equity","Italy","$5,108,805","315,109","16.21","Borsa Italiana S.P.A.","USD","EUR","0.92","5,108,804.87"
"WTB","WHITBREAD PLC","GB00B1KJJ408","B1KJJ40","0.1736","Consumer Discretionary","Equity","United Kingdom","$5,090,382","62,423","81.55","London Stock Exchange","USD","GBP","0.64","5,090,381.85"
"DNB","DNB","NO0010031479","4263304","0.1727","Financials","Equity","Norway","$5,064,918","319,647","15.85","Oslo Bors Asa","USD","NOK","8.26","5,064,917.78"
"ATLN","ACTELION LTD","CH0010532478","B1YD5Q2","0.1698","Health Care","Equity","Switzerland","$4,979,102","35,016","142.20","Six Swiss Exchange Ag","USD","CHF","0.98","4,979,102.22"
"KER","KERING SA","FR0000121485","5505072","0.1697","Consumer Discretionary","Equity","France","$4,977,157","25,667","193.91","Nyse Euronext - Euronext Paris","USD","EUR","0.92","4,977,157.08"
"PNDORA","PANDORA A/S","DK0060252690","B44XTX8","0.1691","Consumer Discretionary","Equity","Denmark","$4,960,577","42,872","115.71","Omx Nordic Exchange Copenhagen A/S","USD","DKK","6.87","4,960,577.30"
"ADEN","ADECCO SA","CH0012138605","7110720","0.1685","Industrials","Equity","Switzerland","$4,941,490","58,030","85.15","Six Swiss Exchange Ag","USD","CHF","0.98","4,941,490.20"
"SESG","SES SA FDR SA","LU0088087324","B00ZQQ2","0.1684","Consumer Discretionary","Equity","France","$4,940,615","157,952","31.28","Nyse Euronext - Euronext Paris","USD","EUR","0.92","4,940,615.40"
"MKS","MARKS & SPENCER GROUP PLC","GB0031274896","3127489","0.1670","Consumer Discretionary","Equity","United Kingdom","$4,897,772","571,099","8.58","London Stock Exchange","USD","GBP","0.64","4,897,771.58"
"CPI","CAPITA PLC","GB00B23K0M20","B23K0M2","0.1627","Industrials","Equity","United Kingdom","$4,773,188","232,222","20.55","London Stock Exchange","USD","GBP","0.64","4,773,188.29"
"KGF","KINGFISHER PLC","GB0033195214","3319521","0.1624","Consumer Discretionary","Equity","United Kingdom","$4,764,405","822,175","5.79","London Stock Exchange","USD","GBP","0.64","4,764,404.72"
"BLND","BRITISH LAND CO PLC","GB0001367019","0136701","0.1622","Financials","Equity","United Kingdom","$4,755,944","354,133","13.43","London Stock Exchange","USD","GBP","0.64","4,755,943.69"
"CBK","COMMERZBANK AG","DE000CBK1001","B90LKT4","0.1596","Financials","Equity","Germany","$4,679,743","363,271","12.88","Xetra","USD","EUR","0.92","4,679,742.66"
"SL.","STANDARD LIFE PLC","GB00BVFD7Q58","BVFD7Q5","0.1594","Financials","Equity","United Kingdom","$4,676,600","679,473","6.88","London Stock Exchange","USD","GBP","0.64","4,676,599.98"
"MRK","MERCK KGAA","DE0006599905","4741844","0.1590","Health Care","Equity","Germany","$4,663,374","44,975","103.69","Xetra","USD","EUR","0.92","4,663,374.23"
"TIT","TELECOM ITALIA","IT0003497168","7634394","0.1582","Telecommunications","Equity","Italy","$4,641,242","3,433,398","1.35","Borsa Italiana S.P.A.","USD","EUR","0.92","4,641,242.01"
"USD","USD CASH","-","-","0.1574","Cash and/or Derivatives","Cash","United States","$4,615,230","4,615,230","100.00","-","USD","USD","1.00","4,615,230.17"
"TLSN","TELIASONERA","SE0000667925","5978384","0.1571","Telecommunications","Equity","Sweden","$4,607,930","765,293","6.02","Nasdaq Omx Nordic","USD","SEK","8.74","4,607,929.56"
"LSE","LONDON STOCK EXCHANGE GROUP PLC","GB00B0SWJX34","B0SWJX3","0.1524","Financials","Equity","United Kingdom","$4,469,641","109,308","40.89","London Stock Exchange","USD","GBP","0.64","4,469,641.28"
"VWS","VESTAS WIND SYSTEMS A/S","DK0010268606","5964651","0.1510","Industrials","Equity","Denmark","$4,428,921","78,521","56.40","Omx Nordic Exchange Copenhagen A/S","USD","DKK","6.87","4,428,920.60"
"GEBN","GEBERIT AG","CH0030170408","B1WGG93","0.1510","Industrials","Equity","Switzerland","$4,428,193","13,020","340.11","Six Swiss Exchange Ag","USD","CHF","0.98","4,428,192.51"
"IFX","INFINEON TECHNOLOGIES AG","DE0006231004","5889505","0.1505","Information Technology","Equity","Germany","$4,414,597","392,709","11.24","Xetra","USD","EUR","0.92","4,414,596.69"
"KPN","KONINKLIJKE KPN NV NV","NL0000009082","5956078","0.1503","Telecommunications","Equity","Netherlands","$4,408,620","1,114,581","3.96","Nyse Euronext - Euronext Amsterdam","USD","EUR","0.92","4,408,620.37"
"NZYM B","NOVOZYMES B","DK0060336014","B798FW0","0.1468","Materials","Equity","Denmark","$4,306,445","81,528","52.82","Omx Nordic Exchange Copenhagen A/S","USD","DKK","6.87","4,306,445.15"
"BAER","JULIUS BAER GRUPPE AG","CH0102484968","B4R2R50","0.1434","Financials","Equity","Switzerland","$4,204,525","77,155","54.49","Six Swiss Exchange Ag","USD","CHF","0.98","4,204,525.08"
"MAERSK B","A P MOLLER MAERSK B","DK0010244508","4253048","0.1431","Industrials","Equity","Denmark","$4,197,160","2,372","1,769.46","Omx Nordic Exchange Copenhagen A/S","USD","DKK","6.87","4,197,160.13"
"CDI","CHRISTIAN DIOR","FR0000130403","4061393","0.1424","Consumer Discretionary","Equity","France","$4,177,907","20,030","208.58","Nyse Euronext - Euronext Paris","USD","EUR","0.92","4,177,906.82"
"CCL","CARNIVAL PLC","GB0031215220","3121522","0.1414","Consumer Discretionary","Equity","United Kingdom","$4,148,180","75,487","54.95","London Stock Exchange","USD","GBP","0.64","4,148,180.27"
"PAH3","PORSCHE AUTOMOBIL HOLDING SE","DE000PAH0038","7101069","0.1396","Consumer Discretionary","Equity","Germany","$4,095,885","52,791","77.59","Xetra","USD","EUR","0.92","4,095,885.29"
"ATC","ALTICE SA SA","LU1014539529","BJ3VXS1","0.1378","Consumer Discretionary","Equity","Netherlands","$4,042,797","30,760","131.43","Nyse Euronext - Euronext Amsterdam","USD","EUR","0.92","4,042,796.57"
"PSM","PROSIEBEN SAT.1 MEDIA N","DE000PSM7770","BCZM1B2","0.1358","Consumer Discretionary","Equity","Germany","$3,982,936","75,465","52.78","Xetra","USD","EUR","0.92","3,982,936.33"
"BIR","BANK OF IRELAND STK EUR0.64","IE0030606259","3070732","0.1355","Financials","Equity","Ireland","$3,973,528","9,522,597","0.42","Irish Stock Exchange - All Market","USD","EUR","0.92","3,973,528.33"
"TKA","THYSSENKRUPP AG","DE0007500001","5636927","0.1354","Materials","Equity","Germany","$3,972,645","151,507","26.22","Xetra","USD","EUR","0.92","3,972,644.52"
"FR","VALEO SA","FR0000130338","4937579","0.1344","Consumer Discretionary","Equity","France","$3,941,541","28,606","137.79","Nyse Euronext - Euronext Paris","USD","EUR","0.92","3,941,541.22"
"KRZ","KERRY GROUP PLC","IE0004906560","4519579","0.1336","Consumer Staples","Equity","Ireland","$3,919,872","50,304","77.92","Irish Stock Exchange - All Market","USD","EUR","0.92","3,919,872.37"
"SAND","SANDVIK AB","SE0000667891","B1VQ252","0.1330","Industrials","Equity","Sweden","$3,900,137","386,076","10.10","Nasdaq Omx Nordic","USD","SEK","8.74","3,900,137.02"
"AGN","AEGON NV","NL0000303709","5927375","0.1328","Financials","Equity","Netherlands","$3,896,467","503,406","7.74","Nyse Euronext - Euronext Amsterdam","USD","EUR","0.92","3,896,467.12"
"BRBY","BURBERRY GROUP PLC","GB0031743007","3174300","0.1318","Consumer Discretionary","Equity","United Kingdom","$3,864,852","153,525","25.17","London Stock Exchange","USD","GBP","0.64","3,864,852.32"
"ATL","ATLANTIA","IT0003506190","7667163","0.1314","Industrials","Equity","Italy","$3,853,937","143,240","26.91","Borsa Italiana S.P.A.","USD","EUR","0.92","3,853,937.23"
"SAB","BANCO DE SABADELL SA","ES0113860A34","B1X8QN2","0.1298","Financials","Equity","Spain","$3,808,096","1,713,661","2.22","Bolsa De Madrid","USD","EUR","0.92","3,808,096.19"
"VIE","VEOLIA ENVIRONNEMENT VE SA","FR0000124141","4031879","0.1295","Utilities","Equity","France","$3,797,767","166,030","22.87","Nyse Euronext - Euronext Paris","USD","EUR","0.92","3,797,767.31"
"HEI","HEIDELBERGCEMENT AG","DE0006047004","5120679","0.1285","Materials","Equity","Germany","$3,770,051","48,605","77.57","Xetra","USD","EUR","0.92","3,770,050.57"
"SRG","SNAM","IT0003153415","7251470","0.1275","Utilities","Equity","Italy","$3,739,798","767,868","4.87","Borsa Italiana S.P.A.","USD","EUR","0.92","3,739,797.66"
"DSM","KONINKILIJKE DSM NV","NL0000009827","B0HZL93","0.1249","Materials","Equity","Netherlands","$3,664,631","63,811","57.43","Nyse Euronext - Euronext Amsterdam","USD","EUR","0.92","3,664,630.79"
"ALU","ALCATEL-LUCENT","FR0000130007","5975006","0.1246","Information Technology","Equity","France","$3,654,843","983,164","3.72","Nyse Euronext - Euronext Paris","USD","EUR","0.92","3,654,843.00"
"LUX","LUXOTTICA GROUP","IT0001479374","4800659","0.1232","Consumer Discretionary","Equity","Italy","$3,614,211","49,384","73.19","Borsa Italiana S.P.A.","USD","EUR","0.92","3,614,211.37"
"IHG","INTERCONTINENTAL HOTELS GROUP PLC","GB00BN33FD40","BN33FD4","0.1225","Consumer Discretionary","Equity","United Kingdom","$3,593,500","86,625","41.48","London Stock Exchange","USD","GBP","0.64","3,593,500.04"
"CABK","CAIXABANK SA","ES0140609019","B283W97","0.1220","Financials","Equity","Spain","$3,579,071","822,596","4.35","Bolsa De Madrid","USD","EUR","0.92","3,579,071.27"
"RWE","RWE AG","DE0007037129","4768962","0.1212","Utilities","Equity","Germany","$3,555,070","169,293","21.00","Xetra","USD","EUR","0.92","3,555,070.26"
"DSY","DASSAULT SYSTEMES SA","FR0000130650","5330047","0.1211","Information Technology","Equity","France","$3,552,791","46,707","76.07","Nyse Euronext - Euronext Paris","USD","EUR","0.92","3,552,791.31"
"UCB","UCB SA","BE0003739530","5596991","0.1200","Health Care","Equity","Belgium","$3,519,083","44,175","79.66","Nyse Euronext - Euronext Brussels","USD","EUR","0.92","3,519,082.61"
"RMS","HERMES INTERNATIONAL","FR0000052292","5253973","0.1191","Consumer Discretionary","Equity","France","$3,494,370","9,111","383.53","Nyse Euronext - Euronext Paris","USD","EUR","0.92","3,494,370.23"
"SGSN","SGS SA","CH0002497458","4824778","0.1189","Industrials","Equity","Switzerland","$3,487,847","1,863","1,872.17","Six Swiss Exchange Ag","USD","CHF","0.98","3,487,847.21"
"UPM1V","UPM-KYMMENE","FI0009005987","5051252","0.1188","Materials","Equity","Finland","$3,483,017","186,029","18.72","Nasdaq Omx Helsinki Ltd.","USD","EUR","0.92","3,483,017.15"
"WKL","WOLTERS KLUWER NV","NL0000395903","5671519","0.1172","Consumer Discretionary","Equity","Netherlands","$3,438,808","104,013","33.06","Nyse Euronext - Euronext Amsterdam","USD","EUR","0.92","3,438,807.73"
"FER","FERROVIAL SA","ES0118900010","B038516","0.1172","Industrials","Equity","Spain","$3,436,451","146,138","23.52","Bolsa De Madrid","USD","EUR","0.92","3,436,450.56"
"MT","ARCELORMITTAL SA","LU0323134006","B03XPL1","0.1149","Materials","Equity","France","$3,369,619","356,715","9.45","Nyse Euronext - Euronext Amsterdam","USD","EUR","0.92","3,369,618.52"
"UU","UNITED UTILITIES GROUP PLC","GB00B39J2M42","B39J2M4","0.1140","Utilities","Equity","United Kingdom","$3,344,560","238,906","14.00","London Stock Exchange","USD","GBP","0.64","3,344,559.53"
"PSN","PERSIMMON PLC","GB0006825383","0682538","0.1140","Consumer Discretionary","Equity","United Kingdom","$3,344,452","104,329","32.06","London Stock Exchange","USD","GBP","0.64","3,344,451.59"
"LI","KLEPIERRE REIT SA","FR0000121964","7582556","0.1139","Financials","Equity","France","$3,339,867","74,447","44.86","Nyse Euronext - Euronext Paris","USD","EUR","0.92","3,339,867.02"
"ATCO B","ATLAS COPCO AB-B SHS","SE0006886768","BXC8BW1","0.1135","Industrials","Equity","Sweden","$3,328,808","135,825","24.51","Nasdaq Omx Nordic","USD","SEK","8.74","3,328,807.85"
"BNZL","BUNZL PLC","GB00B0744B38","B0744B3","0.1118","Industrials","Equity","United Kingdom","$3,280,415","114,233","28.72","London Stock Exchange","USD","GBP","0.64","3,280,415.35"
"JMAT","JOHNSON MATTHEY PLC","GB00B70FPS60","B70FPS6","0.1109","Materials","Equity","United Kingdom","$3,252,634","70,647","46.04","London Stock Exchange","USD","GBP","0.64","3,252,633.80"
"EBS","ERSTE GROUP BANK AG","AT0000652011","5289837","0.1101","Financials","Equity","Austria","$3,230,523","106,499","30.33","Wiener Boerse Ag","USD","EUR","0.92","3,230,523.07"
"EDP","ENERGIAS DE PORT SA","PTEDP0AM0009","4103596","0.1100","Utilities","Equity","Portugal","$3,227,090","868,351","3.72","Nyse Euronext - Euronext Lisbon","USD","EUR","0.92","3,227,090.16"
"DELB","DELHAIZE GROUP","BE0003562700","4262118","0.1098","Consumer Staples","Equity","Belgium","$3,222,172","35,372","91.09","Nyse Euronext - Euronext Brussels","USD","EUR","0.92","3,222,172.35"
"UG","PEUGEOT SA","FR0000121501","7103526","0.1096","Consumer Discretionary","Equity","France","$3,214,089","156,580","20.53","Nyse Euronext - Euronext Paris","USD","EUR","0.92","3,214,089.24"
"CARL B","CARLSBERG AS CL B","DK0010181759","4169219","0.1093","Consumer Staples","Equity","Denmark","$3,206,526","36,453","87.96","Omx Nordic Exchange Copenhagen A/S","USD","DKK","6.87","3,206,526.18"
"AGS","AGEAS NV","BE0974264930","B86S2N0","0.1090","Financials","Equity","Belgium","$3,196,556","75,660","42.25","Nyse Euronext - Euronext Brussels","USD","EUR","0.92","3,196,555.71"
"SGE","SAGE GROUP PLC","GB00B8C3BL03","B8C3BL0","0.1088","Information Technology","Equity","United Kingdom","$3,191,762","386,960","8.25","London Stock Exchange","USD","GBP","0.64","3,191,761.97"
"CNHI","CNH INDUSTRIAL NV","NL0010545661","BDSV2V0","0.1083","Industrials","Equity","Italy","$3,176,519","347,176","9.15","Borsa Italiana S.P.A.","USD","EUR","0.92","3,176,519.10"
"RAND","RANDSTAD HOLDING","NL0000379121","5228658","0.1076","Industrials","Equity","Netherlands","$3,157,608","44,760","70.55","Nyse Euronext - Euronext Amsterdam","USD","EUR","0.92","3,157,608.43"
"AC","ACCOR SA","FR0000120404","5852842","0.1070","Consumer Discretionary","Equity","France","$3,139,126","62,698","50.07","Nyse Euronext - Euronext Paris","USD","EUR","0.92","3,139,125.77"
"RYAAY","RYANAIR HOLDINGS PLC ADS","US7835131043","2014441","0.1069","Industrials","Equity","Ireland","$3,135,836","41,800","75.02","NASDAQ","USD","USD","1.00","3,135,836.00"
"SW","SODEXO SA","FR0000121220","7062713","0.1064","Consumer Discretionary","Equity","France","$3,121,894","33,590","92.94","Nyse Euronext - Euronext Paris","USD","EUR","0.92","3,121,894.05"
"BNR","BRENNTAG AG","DE000A1DAHH0","B4YVF56","0.1046","Industrials","Equity","Germany","$3,067,379","53,240","57.61","Xetra","USD","EUR","0.92","3,067,379.10"
"YAR","YARA INTERNATIONAL ASA","NO0010208051","7751259","0.1046","Materials","Equity","Norway","$3,067,433","61,461","49.91","Oslo Bors Asa","USD","NOK","8.26","3,067,432.94"
"BEI","BEIERSDORF AG","DE0005200000","5107401","0.1040","Consumer Staples","Equity","Germany","$3,050,851","33,867","90.08","Xetra","USD","EUR","0.92","3,050,850.61"
"COLOB","COLOPLAST B","DK0060448595","B8FMRX8","0.1024","Health Care","Equity","Denmark","$3,004,170","41,673","72.09","Omx Nordic Exchange Copenhagen A/S","USD","DKK","6.87","3,004,170.25"
"POP","BANCO POPULAR ESPANOL SA","ES0113790226","BBHXPN6","0.1020","Financials","Equity","Spain","$2,993,322","676,814","4.42","Bolsa De Madrid","USD","EUR","0.92","2,993,321.93"
"REE","RED ELECTRICA CORPORACION SA","ES0173093115","5723777","0.0991","Utilities","Equity","Spain","$2,906,992","35,846","81.10","Bolsa De Madrid","USD","EUR","0.92","2,906,991.93"
"III","3I GROUP PLC","GB00B1YW4409","B1YW440","0.0986","Financials","Equity","United Kingdom","$2,891,754","341,226","8.47","London Stock Exchange","USD","GBP","0.64","2,891,754.20"
"SVT","SEVERN TRENT PLC","GB00B1FH8J72","B1FH8J7","0.0985","Utilities","Equity","United Kingdom","$2,889,515","83,435","34.63","London Stock Exchange","USD","GBP","0.64","2,889,515.33"
"GKN","GKN PLC","GB0030646508","3064650","0.0979","Consumer Discretionary","Equity","United Kingdom","$2,872,167","575,096","4.99","London Stock Exchange","USD","GBP","0.64","2,872,167.45"
"RSA","RSA INSURANCE GROUP PLC","GB00BKKMKR23","BKKMKR2","0.0978","Financials","Equity","United Kingdom","$2,869,381","350,863","8.18","London Stock Exchange","USD","GBP","0.64","2,869,381.47"
"HMSO","HAMMERSON REIT PLC","GB0004065016","0406501","0.0976","Financials","Equity","United Kingdom","$2,862,127","271,685","10.53","London Stock Exchange","USD","GBP","0.64","2,862,126.76"
"DLG","DIRECT LINE INSURANCE PLC","GB00BY9D0Y18","BY9D0Y1","0.0972","Financials","Equity","United Kingdom","$2,852,113","475,158","6.00","London Stock Exchange","USD","GBP","0.64","2,852,113.18"
"SOLB","SOLVAY SA","BE0003470755","4821100","0.0971","Materials","Equity","Belgium","$2,848,089","21,661","131.48","Nyse Euronext - Euronext Brussels","USD","EUR","0.92","2,848,089.00"
"TPK","TRAVIS PERKINS PLC","GB0007739609","0773960","0.0967","Industrials","Equity","United Kingdom","$2,837,229","84,163","33.71","London Stock Exchange","USD","GBP","0.64","2,837,228.99"
"HEXA B","HEXAGON B","SE0000103699","B1XFTL2","0.0967","Information Technology","Equity","Sweden","$2,837,053","91,556","30.99","Nasdaq Omx Nordic","USD","SEK","8.74","2,837,052.76"
"SKA B","SKANSKA B","SE0000113250","7142091","0.0955","Industrials","Equity","Sweden","$2,801,699","134,480","20.83","Nasdaq Omx Nordic","USD","SEK","8.74","2,801,698.74"
"GAS","GAS NATURAL SA","ES0116870314","5650422","0.0940","Utilities","Equity","Spain","$2,755,723","126,799","21.73","Bolsa De Madrid","USD","EUR","0.92","2,755,722.67"
"BAB","BABCOCK INTERNATIONAL GROUP PLC","GB0009697037","0969703","0.0917","Industrials","Equity","United Kingdom","$2,689,935","172,873","15.56","London Stock Exchange","USD","GBP","0.64","2,689,934.82"
"KNIN","KUEHNE & NAGEL INTERNATIONAL AG","CH0025238863","B142S60","0.0914","Industrials","Equity","Switzerland","$2,680,780","19,452","137.82","Six Swiss Exchange Ag","USD","CHF","0.98","2,680,779.83"
"LONN","LONZA GROUP AG","CH0013841017","7333378","0.0906","Health Care","Equity","Switzerland","$2,657,061","18,229","145.76","Six Swiss Exchange Ag","USD","CHF","0.98","2,657,061.27"
"SKF B","SKF B","SE0000108227","B1Q3J35","0.0904","Industrials","Equity","Sweden","$2,651,157","131,742","20.12","Nasdaq Omx Nordic","USD","SEK","8.74","2,651,157.13"
"FUM1V","FORTUM","FI0009007132","5579550","0.0903","Utilities","Equity","Finland","$2,649,663","151,358","17.51","Nasdaq Omx Helsinki Ltd.","USD","EUR","0.92","2,649,662.78"
"KINV B","INVESTMENT KINNEVIK","SE0000164626","B00GC12","0.0901","Financials","Equity","Sweden","$2,642,704","82,422","32.06","Nasdaq Omx Nordic","USD","SEK","8.74","2,642,704.50"
"AHT","ASHTEAD GROUP PLC","GB0000536739","0053673","0.0898","Industrials","Equity","United Kingdom","$2,635,107","174,784","15.08","London Stock Exchange","USD","GBP","0.64","2,635,106.86"
"GBP","GBP CASH","-","-","0.0884","Cash and/or Derivatives","Cash","United Kingdom","$2,594,301","1,662,268","156.07","-","USD","GBP","0.64","2,594,301.00"
"UBI","UNIONE DI BANCHE ITALIANE SCPA","IT0003487029","7622225","0.0869","Financials","Equity","Italy","$2,548,958","315,707","8.07","Borsa Italiana S.P.A.","USD","EUR","0.92","2,548,958.18"
"SMIN","SMITHS GROUP PLC","GB00B1WY2338","B1WY233","0.0861","Industrials","Equity","United Kingdom","$2,524,700","135,370","18.65","London Stock Exchange","USD","GBP","0.64","2,524,699.91"
"G1A","GEA GROUP AG","DE0006602006","4557104","0.0848","Industrials","Equity","Germany","$2,488,057","61,025","40.77","Xetra","USD","EUR","0.92","2,488,056.87"
"SLHN","SWISS LIFE HOLDING AG","CH0014852781","7437805","0.0841","Financials","Equity","Switzerland","$2,466,205","10,495","234.99","Six Swiss Exchange Ag","USD","CHF","0.98","2,466,204.74"
"EDF","EDF SA","FR0010242511","B0NJJ17","0.0833","Utilities","Equity","France","$2,443,738","102,618","23.81","Nyse Euronext - Euronext Paris","USD","EUR","0.92","2,443,738.36"
"IAG","INTERNATIONAL AIRLINES GROUP SA","ES0177542018","B5M6XQ7","0.0833","Industrials","Equity","Spain","$2,443,085","283,840","8.61","London Stock Exchange","USD","GBP","0.64","2,443,084.82"
"SDF","K+S AG","DE000KSAG888","B54C017","0.0832","Materials","Equity","Germany","$2,440,466","60,658","40.23","Xetra","USD","EUR","0.92","2,440,466.43"
"SCHP","SCHINDLER HOLDING PAR AG","CH0024638196","B11TCY0","0.0831","Industrials","Equity","Switzerland","$2,437,647","15,400","158.29","Six Swiss Exchange Ag","USD","CHF","0.98","2,437,647.06"
"EZJ","EASYJET PLC","GB00B7KR2P84","B7KR2P8","0.0831","Industrials","Equity","United Kingdom","$2,436,134","91,389","26.66","London Stock Exchange","USD","GBP","0.64","2,436,134.27"
"SK3","SMURFIT KAPPA GROUP PLC","IE00B1RR8406","B1RR828","0.0828","Materials","Equity","Ireland","$2,427,768","80,598","30.12","Irish Stock Exchange - All Market","USD","EUR","0.92","2,427,767.96"
"WRT1V","WARTSILA","FI0009003727","4525189","0.0826","Industrials","Equity","Finland","$2,423,179","53,031","45.69","Nasdaq Omx Helsinki Ltd.","USD","EUR","0.92","2,423,179.03"
"RBS","ROYAL BANK OF SCOTLAND GROUP PLC","GB00B7T77214","B7T7721","0.0822","Financials","Equity","United Kingdom","$2,412,049","445,772","5.41","London Stock Exchange","USD","GBP","0.64","2,412,048.62"
"VOW","VOLKSWAGEN AG","DE0007664005","5497102","0.0812","Consumer Discretionary","Equity","Germany","$2,382,578","11,396","209.07","Xetra","USD","EUR","0.92","2,382,578.36"
"ITRK","INTERTEK GROUP PLC","GB0031638363","3163836","0.0811","Industrials","Equity","United Kingdom","$2,378,928","55,428","42.92","London Stock Exchange","USD","GBP","0.64","2,378,928.19"
"GTO","GEMALTO NV","NL0000400653","B9MS8P5","0.0810","Information Technology","Equity","Netherlands","$2,376,941","27,865","85.30","Nyse Euronext - Euronext Amsterdam","USD","EUR","0.92","2,376,940.93"
