iShares Europe ETF
Inception Date,"Jul 25, 2000"
Fund Holdings as of,"08-May-2015"
Total Net Assets,"$2,983,671,689"
Shares Outstanding,"63,800,000"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,ISIN,SEDOL,Name,Weight (%),Asset Class,Sector,Country,Market Value,Shares,Price,Exchange,Currency,Market Currency,FX Rate,Notional Value
"BN","FR0000120644","B1Y9TB3","DANONE SA","0.4962","Equity","Consumer Staples","France","$14,838,803","207,029","71.68","Nyse Euronext - Euronext Paris","USD","EUR","0.89","14,838,802.85"
"SYNN","CH0011037469","4356646","SYNGENTA AG","0.4768","Equity","Materials","Switzerland","$14,257,162","33,317","427.92","Six Swiss Exchange Ag","USD","CHF","0.93","14,257,161.51"
"NDA SEK","SE0000427361","5380031","NORDEA BANK","0.4765","Equity","Financials","Sweden","$14,248,335","1,102,674","12.92","Nasdaq Omx Nordic","USD","SEK","8.24","14,248,335.48"
"VOW3","DE0007664039","5497168","VOLKSWAGEN AG (PFD NON-VTG)","0.4708","Equity","Consumer Discretionary","Germany","$14,079,002","54,094","260.27","Xetra","USD","EUR","0.89","14,079,002.10"
"UCG","IT0004781412","B5M1SM3","UNICREDIT","0.4687","Equity","Financials","Italy","$14,015,700","1,910,303","7.34","Borsa Italiana S.P.A.","USD","EUR","0.89","14,015,700.17"
"GLE","FR0000130809","5966516","SOCIETE GENERALE","0.4634","Equity","Financials","France","$13,856,469","280,237","49.45","Nyse Euronext - Euronext Paris","USD","EUR","0.89","13,856,469.44"
"BMW","DE0005190003","5756029","BAYERISCHE MOTORENWERKE AG BMW","0.4510","Equity","Consumer Discretionary","Germany","$13,487,009","109,791","122.84","Xetra","USD","EUR","0.89","13,487,009.15"
"HM B","SE0000106270","5687431","HENNES & MAURITZ","0.4427","Equity","Consumer Discretionary","Sweden","$13,238,127","325,892","40.62","Nasdaq Omx Nordic","USD","SEK","8.24","13,238,126.86"
"ORA","FR0000133308","5176177","ORANGE SA","0.4415","Equity","Telecommunications","France","$13,202,243","796,769","16.57","Nyse Euronext - Euronext Paris","USD","EUR","0.89","13,202,242.82"
"CSGN","CH0012138530","7171589","CREDIT SUISSE GROUP AG","0.4309","Equity","Financials","Switzerland","$12,884,839","490,788","26.25","Six Swiss Exchange Ag","USD","CHF","0.93","12,884,838.60"
"LIN","DE0006483001","5740817","LINDE AG","0.4281","Equity","Materials","Germany","$12,801,376","63,909","200.31","Xetra","USD","EUR","0.89","12,801,376.45"
"IBE","ES0144580Y14","B288C92","IBERDROLA SA","0.4234","Equity","Utilities","Spain","$12,660,750","1,853,745","6.83","Bolsa De Madrid","USD","EUR","0.89","12,660,749.87"
"ITX","ES0148396007","BP9DL90","INDUSTRIA DE DISENO TEXTIL INDITEX","0.4220","Equity","Consumer Discretionary","Spain","$12,621,040","387,337","32.58","Bolsa De Madrid","USD","EUR","0.89","12,621,040.42"
"ERIC B","SE0000108656","5959378","ERICSSON B","0.4047","Equity","Information Technology","Sweden","$12,103,724","1,052,309","11.50","Nasdaq Omx Nordic","USD","SEK","8.24","12,103,724.00"
"AV.","GB0002162385","0216238","AVIVA PLC","0.3852","Equity","Financials","United Kingdom","$11,520,041","1,371,700","8.40","London Stock Exchange","USD","GBP","0.65","11,520,041.39"
"ENEL","IT0003128367","7144569","ENEL","0.3812","Equity","Utilities","Italy","$11,399,666","2,404,517","4.74","Borsa Italiana S.P.A.","USD","EUR","0.89","11,399,666.26"
"STAN","GB0004082847","0408284","STANDARD CHARTERED PLC","0.3801","Equity","Financials","United Kingdom","$11,367,149","699,552","16.25","London Stock Exchange","USD","GBP","0.65","11,367,149.17"
"VIV","FR0000127771","4834777","VIVENDI SA","0.3784","Equity","Consumer Discretionary","France","$11,315,830","443,374","25.52","Nyse Euronext - Euronext Paris","USD","EUR","0.89","11,315,830.02"
"DPW","DE0005552004","4617859","DEUTSCHE POST AG","0.3711","Equity","Industrials","Germany","$11,096,249","330,086","33.62","Xetra","USD","EUR","0.89","11,096,248.63"
"WPP","JE00B8KF9B49","B8KF9B4","WPP PLC","0.3672","Equity","Consumer Discretionary","United Kingdom","$10,980,913","461,697","23.78","London Stock Exchange","USD","GBP","0.65","10,980,912.80"
"GSZ","FR0010208488","B0C2CQ3","GDF SUEZ SA","0.3651","Equity","Utilities","France","$10,918,714","525,386","20.78","Nyse Euronext - Euronext Paris","USD","EUR","0.89","10,918,714.36"
"EOAN","DE000ENAG999","4942904","E.ON N","0.3627","Equity","Utilities","Germany","$10,846,453","691,091","15.69","Xetra","USD","EUR","0.89","10,846,453.13"
"CPG","GB00BLNN3L44","BLNN3L4","COMPASS GROUP PLC","0.3537","Equity","Consumer Discretionary","United Kingdom","$10,577,553","581,174","18.20","London Stock Exchange","USD","GBP","0.65","10,577,552.78"
"SREN","CH0126881561","B545MG5","SWISS RE AG","0.3514","Equity","Financials","Switzerland","$10,509,281","118,581","88.63","Six Swiss Exchange Ag","USD","CHF","0.93","10,509,281.08"
"MUV2","DE0008430026","5294121","MUNICH REINSURANCE COMPANY","0.3467","Equity","Financials","Germany","$10,368,644","52,935","195.88","Xetra","USD","EUR","0.89","10,368,643.65"
"RR","GB00B63H8491","B63H849","ROLLS-ROYCE HOLDINGS PLC","0.3436","Equity","Industrials","United Kingdom","$10,275,165","646,777","15.89","London Stock Exchange","USD","GBP","0.65","10,275,165.10"
"TSCO","GB0008847096","0884709","TESCO PLC","0.3280","Equity","Consumer Staples","United Kingdom","$9,807,133","2,778,396","3.53","London Stock Exchange","USD","GBP","0.65","9,807,133.30"
"DG","FR0000125486","B1XH026","VINCI SA","0.3214","Equity","Industrials","France","$9,611,514","159,634","60.21","Nyse Euronext - Euronext Paris","USD","EUR","0.89","9,611,513.57"
"UL","FR0000124711","B1YY4B3","UNIBAIL-RODAMCO SE REIT","0.3199","Equity","Financials","France","$9,565,812","34,989","273.40","Nyse Euronext - Euronext Amsterdam","USD","EUR","0.89","9,565,812.23"
"G","IT0000062072","4056719","ASSICURAZIONI GENERALI","0.3096","Equity","Financials","Italy","$9,258,210","468,633","19.76","Borsa Italiana S.P.A.","USD","EUR","0.89","9,258,209.75"
"PHIA","NL0000009538","5986622","KONINKLIJKE PHILIPS NV","0.3078","Equity","Industrials","Netherlands","$9,204,468","322,957","28.50","Nyse Euronext - Euronext Amsterdam","USD","EUR","0.89","9,204,468.03"
"CON","DE0005439004","4598589","CONTINENTAL AG","0.3032","Equity","Consumer Discretionary","Germany","$9,067,128","37,160","244.00","Xetra","USD","EUR","0.89","9,067,128.26"
"RI","FR0000120693","4682329","PERNOD RICARD SA","0.3010","Equity","Consumer Staples","France","$9,001,669","72,093","124.86","Nyse Euronext - Euronext Paris","USD","EUR","0.89","9,001,669.32"
"NOK1V","FI0009000681","5902941","NOKIA","0.2998","Equity","Information Technology","Finland","$8,965,691","1,289,013","6.96","Nasdaq Omx Helsinki Ltd.","USD","EUR","0.89","8,965,691.25"
"BA.","GB0002634946","0263494","BAE SYSTEMS PLC","0.2899","Equity","Industrials","United Kingdom","$8,670,031","1,103,264","7.86","London Stock Exchange","USD","GBP","0.65","8,670,031.04"
"SSE","GB0007908733","0790873","SSE PLC","0.2897","Equity","Utilities","United Kingdom","$8,664,186","341,065","25.40","London Stock Exchange","USD","GBP","0.65","8,664,186.06"
"ARM","GB0000595859","0059585","ARM HOLDINGS PLC","0.2875","Equity","Information Technology","United Kingdom","$8,596,234","486,325","17.68","London Stock Exchange","USD","GBP","0.65","8,596,234.01"
"EI","FR0000121667","7212477","ESSILOR INTERNATIONAL SA","0.2854","Equity","Health Care","France","$8,534,084","68,195","125.14","Nyse Euronext - Euronext Paris","USD","EUR","0.89","8,534,083.75"
"LGEN","GB0005603997","0560399","LEGAL & GENERAL GROUP PLC","0.2831","Equity","Financials","United Kingdom","$8,466,468","2,040,577","4.15","London Stock Exchange","USD","GBP","0.65","8,466,468.25"
"SAF","FR0000073272","B058TZ6","SAFRAN SA","0.2823","Equity","Industrials","France","$8,441,702","111,893","75.44","Nyse Euronext - Euronext Paris","USD","EUR","0.89","8,441,701.65"
"FRE","DE0005785604","4352097","FRESENIUS SE AND CO KGAA","0.2810","Equity","Health Care","Germany","$8,404,119","135,983","61.80","Xetra","USD","EUR","0.89","8,404,118.80"
"AAL","GB00B1XZS820","B1XZS82","ANGLO AMERICAN PLC","0.2759","Equity","Materials","United Kingdom","$8,251,882","479,608","17.21","London Stock Exchange","USD","GBP","0.65","8,251,882.01"
"SAMAS","FI0009003305","5226038","SAMPO OYJ","0.2757","Equity","Financials","Finland","$8,243,453","167,002","49.36","Nasdaq Omx Helsinki Ltd.","USD","EUR","0.89","8,243,452.52"
"CRG","IE0001827041","4182249","CRH PLC","0.2738","Equity","Materials","Ireland","$8,188,830","281,504","29.09","Irish Stock Exchange - All Market","USD","EUR","0.89","8,188,830.45"
"SWED A","SE0000242455","4846523","SWEDBANK","0.2698","Equity","Financials","Sweden","$8,067,077","347,927","23.19","Nasdaq Omx Nordic","USD","SEK","8.24","8,067,077.13"
"CA","FR0000120172","5641567","CARREFOUR SA","0.2670","Equity","Consumer Staples","France","$7,984,969","231,394","34.51","Nyse Euronext - Euronext Paris","USD","EUR","0.89","7,984,968.68"
"SGO","FR0000125007","7380482","COMPAGNIE DE SAINT GOBAIN SA","0.2668","Equity","Industrials","France","$7,979,144","171,737","46.46","Nyse Euronext - Euronext Paris","USD","EUR","0.89","7,979,144.50"
"DANSKE","DK0010274414","4588825","DANSKE BANK","0.2631","Equity","Financials","Denmark","$7,867,080","268,508","29.30","Omx Nordic Exchange Copenhagen A/S","USD","DKK","6.65","7,867,079.95"
"SHB A","SE0000193120","5703661","SVENSKA HANDELSBANKEN A","0.2580","Equity","Financials","Sweden","$7,714,721","168,481","45.79","Nasdaq Omx Nordic","USD","SEK","8.24","7,714,720.87"
"STL","NO0010096985","7133608","STATOIL ASA","0.2537","Equity","Energy","Norway","$7,586,753","363,329","20.88","Oslo Bors Asa","USD","NOK","7.46","7,586,752.65"
"RNO","FR0000131906","4712798","RENAULT PAR SA","0.2532","Equity","Consumer Discretionary","France","$7,570,833","71,202","106.33","Nyse Euronext - Euronext Paris","USD","EUR","0.89","7,570,833.40"
"CNA","GB00B033F229","B033F22","CENTRICA PLC","0.2527","Equity","Utilities","United Kingdom","$7,555,877","1,760,884","4.29","London Stock Exchange","USD","GBP","0.65","7,555,877.17"
"KBC","BE0003565737","4497749","KBC GROEP","0.2498","Equity","Financials","Belgium","$7,469,121","113,306","65.92","Nyse Euronext - Euronext Brussels","USD","EUR","0.89","7,469,120.87"
"VOLV B","SE0000115446","B1QH830","VOLVO CLASS B","0.2493","Equity","Industrials","Sweden","$7,454,510","555,516","13.42","Nasdaq Omx Nordic","USD","SEK","8.24","7,454,509.78"
"ML","FR0000121261","4588364","MICHELIN","0.2467","Equity","Consumer Discretionary","France","$7,376,891","64,404","114.54","Nyse Euronext - Euronext Paris","USD","EUR","0.89","7,376,891.16"
"HEN3","DE0006048432","5076705","HENKEL AG & CO KGAA PREF","0.2436","Equity","Consumer Staples","Germany","$7,283,393","61,306","118.80","Xetra","USD","EUR","0.89","7,283,392.81"
"SEB A","SE0000148884","4813345","SKANDINAVISKA ENSKILDA BANKEN","0.2428","Equity","Financials","Sweden","$7,260,187","592,460","12.25","Nasdaq Omx Nordic","USD","SEK","8.24","7,260,186.85"
"REP","ES0173516115","5669354","REPSOL SA","0.2396","Equity","Energy","Spain","$7,163,715","351,148","20.40","Bolsa De Madrid","USD","EUR","0.89","7,163,714.95"
"AMS","ES0109067019","B3MSM28","AMADEUS IT HOLDING SA","0.2335","Equity","Information Technology","Spain","$6,981,928","154,011","45.33","Bolsa De Madrid","USD","EUR","0.89","6,981,928.28"
"ATCO A","SE0000101032","B1QGR41","ATLAS COPCO A","0.2291","Equity","Industrials","Sweden","$6,851,469","220,844","31.02","Nasdaq Omx Nordic","USD","SEK","8.24","6,851,469.40"
"ASSA B","SE0000255648","5698789","ASSA ABLOY B","0.2277","Equity","Industrials","Sweden","$6,809,827","116,132","58.64","Nasdaq Omx Nordic","USD","SEK","8.24","6,809,827.18"
"REL","GB00B2B0DG97","B2B0DG9","REED ELSEVIER PLC","0.2214","Equity","Consumer Discretionary","United Kingdom","$6,621,689","392,423","16.87","London Stock Exchange","USD","GBP","0.65","6,621,689.19"
"GBP","-","-","GBP CASH","0.2178","Cash","Cash and/or Derivatives","United Kingdom","$6,514,190","4,223","154.24","-","USD","GBP","0.65","6,514,189.97"
"AKZA","NL0000009132","5458314","AKZO NOBEL NV","0.2176","Equity","Materials","Netherlands","$6,507,637","83,742","77.71","Nyse Euronext - Euronext Amsterdam","USD","EUR","0.89","6,507,636.84"
"INVE B","SE0000107419","5679591","INVESTOR B","0.2131","Equity","Financials","Sweden","$6,372,023","156,724","40.66","Nasdaq Omx Nordic","USD","SEK","8.24","6,372,022.86"
"EXPN","GB00B19NLV48","B19NLV4","EXPERIAN PLC","0.2124","Equity","Industrials","United Kingdom","$6,353,219","356,319","17.83","London Stock Exchange","USD","GBP","0.65","6,353,219.08"
"FME","DE0005785802","5129074","FRESENIUS MEDICAL CARE AG","0.2119","Equity","Health Care","Germany","$6,335,941","73,798","85.86","Xetra","USD","EUR","0.89","6,335,940.61"
"HOLN","CH0012214059","7110753","HOLCIM LTD","0.2091","Equity","Materials","Switzerland","$6,252,330","77,631","80.54","Six Swiss Exchange Ag","USD","CHF","0.93","6,252,329.60"
"KNEBV","FI0009013403","B09M9D2","KONE","0.2045","Equity","Industrials","Finland","$6,114,677","138,058","44.29","Nasdaq Omx Helsinki Ltd.","USD","EUR","0.89","6,114,676.90"
"ACA","FR0000045072","7262610","CREDIT AGRICOLE SA","0.2045","Equity","Financials","France","$6,114,435","391,405","15.62","Nyse Euronext - Euronext Paris","USD","EUR","0.89","6,114,435.46"
"NXT","GB0032089863","3208986","NEXT PLC","0.2043","Equity","Consumer Discretionary","United Kingdom","$6,109,801","53,314","114.60","London Stock Exchange","USD","GBP","0.65","6,109,801.46"
"SKY","GB0001411924","0141192","SKY PLC","0.2019","Equity","Consumer Discretionary","United Kingdom","$6,038,185","362,146","16.67","London Stock Exchange","USD","GBP","0.65","6,038,184.84"
"AH","NL0010672325","BKWP5S5","KONINKLIJKE AHOLD NV","0.1998","Equity","Consumer Staples","Netherlands","$5,976,436","309,098","19.34","Nyse Euronext - Euronext Amsterdam","USD","EUR","0.89","5,976,436.03"
"GIVN","CH0010645932","5980613","GIVAUDAN SA","0.1998","Equity","Materials","Switzerland","$5,974,747","3,154","1,894.34","Six Swiss Exchange Ag","USD","CHF","0.93","5,974,747.17"
"ADS","DE000A1EWWW0","4031976","ADIDAS AG","0.1991","Equity","Consumer Discretionary","Germany","$5,955,306","71,989","82.73","Xetra","USD","EUR","0.89","5,955,305.79"
"REN","NL0006144495","4148810","REED ELSEVIER NV","0.1983","Equity","Consumer Discretionary","Netherlands","$5,928,828","241,208","24.58","Nyse Euronext - Euronext Amsterdam","USD","EUR","0.89","5,928,828.36"
"HEIA","NL0000009165","7792559","HEINEKEN NV","0.1966","Equity","Consumer Staples","Netherlands","$5,880,401","73,331","80.19","Nyse Euronext - Euronext Amsterdam","USD","EUR","0.89","5,880,401.01"
"PUB","FR0000130577","4380429","PUBLICIS GROUPE SA","0.1942","Equity","Consumer Discretionary","France","$5,806,661","69,253","83.85","Nyse Euronext - Euronext Paris","USD","EUR","0.89","5,806,661.07"
"DNB","NO0010031479","4263304","DNB","0.1938","Equity","Financials","Norway","$5,796,354","315,219","18.39","Oslo Bors Asa","USD","NOK","7.46","5,796,354.07"
"OML","GB00B77J0862","B77J086","OLD MUTUAL PLC","0.1936","Equity","Financials","United Kingdom","$5,788,425","1,603,105","3.61","London Stock Exchange","USD","GBP","0.65","5,788,424.84"
"TEL","NO0010063308","4732495","TELENOR ASA","0.1922","Equity","Telecommunications","Norway","$5,746,162","238,983","24.04","Oslo Bors Asa","USD","NOK","7.46","5,746,161.86"
"PSON","GB0006776081","0677608","PEARSON PLC","0.1917","Equity","Consumer Discretionary","United Kingdom","$5,733,114","282,233","20.31","London Stock Exchange","USD","GBP","0.65","5,733,114.08"
